PIT Tag #,Date,Time,Researcher,Spp,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type,Distance to buildings,Distance to road,Direction to building,Direction to road
4C13336331,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,,Den 27,3D diff,5,2.8,430,3220853,5437482,301,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,6,63,3.6,207,94,113,Female,Adult,No,"Blue (polish), Tango blue, Daisy cream",YES,101-6904,30/04/2011,12:20:00 PM,"EVL, JG",6,At capture location,Coiled,2011-061,Capt,50+,50+,S,W
4C13296B2B,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 27,3D diff,5,2.8,432,3220851,5437480,302,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,6,59,3.4,233,94,139,Female,Adult,No,"Blue (polish), Tango blue, Citrus green",YES,101-6905,30/04/2011,12:20:00 PM,"EVL, JG",6,At capture location,Coiled,2011-062,Capt,50+,50+,S,W
4C13350114,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 27,3D diff,5,2.8,432,3220852,5437480,303,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,2,62.5,5.5,234,89,145,Male,Adult,NA,"Blue (polish), Tango blue,  Aqua green",YES,101-6912,30/04/2011,12:21:00 PM,"EVL, JG",6,At capture location,Coiled,2011-063,Capt,50+,50+,S,W
4C132C3823,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 27,3D diff,5,2.8,431,3220851,5437479,304,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,15,49.8,4.1,173,90,83,Male,Sub Adult,NA,"Blue (polish), Tango blue, Car pink",YES,101-6914,30/04/2011,12:21:00 PM,"EVL, JG",6,At capture location,Coiled,2011-064,Capt,50+,50+,S,W
Neonate,04/24/11,01:45:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Den 27,3D diff,5,2.8,434,3220852,5437478,305,"Rock slide, Pine stand, rocks, den","breeze, Sunny, Hazy",1/9,20.4,23.8,,2,27.4,1.9,103,89,14,,Neonate,NA,Blue (polish),YES,"101-9615



not probed, too small",30/04/2011,12:21:00 PM,"EVL, JG",6,At capture location,Coiled,2011-065,Capt,50+,50+,S,W
"4C13391305 ""Data""",04/26/11,04:24:00 PM,"EVL, LM",Rattlesnake,,Sight,No,Den 25,3D diff,,,,32,543,,"Rock pile, rocks, den","Cloudy, Sunny, Windy",6/9,20.03,20.6,,24,74.5,6.1,325,91,234,Male,Adult,NA,Tango blue (trans),YES,101-6906,03/05/11,02:28:00 PM,"EVL, KB, TR",7,At capture location,Coiled,2011-066*,Capt,50+,50+,S,W
4C13334211,04/26/11,04:24:00 PM,"EVL, LM",Rattlesnake,,Sight,No,Den 25,3D diff,,,,32,543,,"Rock pile, rocks, den","Cloudy, Sunny, Windy",6/9,20.03,20.6,,7,62,3.9,307,111,196,Female,Adult,No,"Blue (polish), Tango blue, Pine Green",YES,101-6907,03/05/11,02:29:00 PM,"EVL, TR, KB",7,At capture location,Coiled,2010-067*,Capt,50+,50+,S,W
"4C133B665F ""Sulu""",04/30/11,11:43:00 AM,"EVL, JG",Rattlesnake,,Sight,No,Den 26,3D diff,12,3.9,400,320935,5437182,315,"Rock slide, Rock outcrop, den","Sunny, breeze",3/9,20.02,18.06,,33,72,5.6,339,96,243,Male,Adult,NA,Trans Blue ,YES,101-6928,17/05/2011,11:16:00 AM,"TR, KB",17,At capture location,"Coiled, Basking",2011-068,Capt,50+,50+,S,W
"4C133B4365 ""Scotty""",04/30/11,12:21:00 PM,"EVL, JG",Rattlesnake,,Sight,No,"Den 27, north side",3D diff,29,3.5,431,320842,5437489,316,"Rock slide, Rock outcrop, den","Sunny, breeze",2/9,20,18.06,,34,72.9,5.1,340,74,266,Male,Adult,NA,Trans Blue ,YES,101-6926,17/05/2011,12:22:00 PM,"TR, KB",17,At capture location,"Coiled, Under rock",2011-069,Capt,50+,50+,S,W
"4C132B3D65 ""Worf""",04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,,Den06,3D diff,2,3.6,552,322928,5435288,317,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,31,86.5,6.2,612,100,512,Male,Adult,NA,"trans blue (1 Fiesta yellow at end , but no pit tag. 7 new rattles since then)",YES,"101-6935

possible old injury 1/4 way up body (broken rib) but healed

6 new rattles since yellow (2005)",17/05/2011,04:56:00 PM,"EVL, MV",17,At capture location,"Coiled, Looped, Basking",2011-070,Capt,50+,50+,W,W
47022D121F Broadback,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,,Den06,3D diff,2,3.6,545,322932,5435287,318,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,14,78,6.2,451,100,351,Male,Adult,NA,Blue (polish),YES,"101-6936

Broadback ex trans snake from 2008

2 new rattles

was 318g in surgery in 2008",17/05/2011,04:58:00 PM,"EVL, MV",17,At capture location,"Coiled, Looped, Basking",2011-071,Capt,50+,50+,W,W
4C13347F6C ,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,,Den06,3D diff,2,5,543,322932,5435286,319,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,26,83.6,6.4,554,98,456,Male,Adult,NA,"Blue (polish), Lt blue, Daisy cream  trans?",YES,101-6940,06/05/11,03:20:00 PM,"EVL, EVL, TR, KB",6,At capture location,"Coiled, Looped, Basking",2011-072,Capt,50+,50+,W,W
4C13332752,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,No,Den06,3D diff,2,3.6,550,322930,5435288,320,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,33,80,6.2,510,98,412,Male,Adult,NA,"Blue (polish), Lt blue, Tango blue trans?",YES,101-6941,17/05/2011,04:59:00 PM,"EVL, MV",17,At capture location,"Coiled, Looped, Basking",2011-073,Capt,50+,50+,W,W
4A245B3C14 (Jersey 2010 trans),04/30/11,04:35:00 PM,"EVL, LM ",Rattlesnake,,Sight,Yes,Den06,3D diff,2,3.6,553,322929,5435289,321,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,4,87.9,5.9,577,98,479,Male,Adult,NA,Trans blue,YES,101-6958,17/05/2011,04:56:00 PM,"EVL, MV",17,"At capture location

kept for removal surgery","Coiled, Looped, Basking",2011-074,Capt,50+,50+,W,W
43103F5053  (Oka),04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,Yes,Den06,3D diff,2,3.6,551,322928,5435289,322,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,24,74,5.6,327,84,243,Male,Adult,NA,Trans blue,YES,"101-6959

removal ",17/05/2011,04:57:00 PM,"EVL, MV",17,At capture location,"Coiled, Looped, Basking",2011-075,Capt,50+,50+,W,W
4C132F4226,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,No,Den06,3D diff,2,3.6,549,322928,5435289,323,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,2,48,3.3,175,88,87,Male,Juvenile,NA,"Blue (polish), Lt blue, Citrus green",YES,101-6960,04/05/11,04:47:00 PM,"EVL, TR, KB",4,At capture location,"Coiled, Looped, Basking",2011-076,Capt,50+,50+,W,W
4A4F5F6E18 (Indiana),04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,Yes,Den06,3D diff,2,3.6,547,322928,5435288,324,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,22,69.8,5.4,383,87,296,Male,Adult,NA,Trans blue,YES,"101-6961

Transmitter dead and bulging under skin.  One new rattle segment.",17/05/2011,04:55:00 PM,"EVL, MV",17,At capture location,"Coiled, Looped, Basking",2011-077,Capt,50+,50+,W,W
445E1B2963,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,Yes,Den06,3D diff,2,3.6,549,322928,5435288,325,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,3,67.3,5.2,306,123,183,Male,Adult,NA,"Fuchsia, Red, Lt blue",YES,"101-6962

last caught 2009 

2 new rattles ",04/05/11,04:47:00 PM,"EVL, TR, KB",4,At capture location,"Coiled, Looped, Basking",2011-078,Capt,50+,50+,W,W
456D5D4E38,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,No,Den06,3D diff,2,3.6,546,322928,5435287,326,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,3,69.2,5.6,324,122,202,Male,Adult,NA,"Citrus green, Fiesta yellow, Car pink",YES,"101-6963

One new segment",04/05/11,04:47:00 PM,"EVL, TR, KB",4,At capture location,"Coiled, Looped, Basking",2011-079,Capt,50+,50+,W,W
"4C13386F49 ""Picard""",04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,,Den06,3D diff,2,3.6,545,322928,5435286,327,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,2,71.8,5.6,373,122,251,Male,Adult,NA,Trans blue,YES,101-6965,17/05/2011,04:57:00 PM,"EVL, MV",17,At capture location,"Coiled, Looped, Basking",2011-080,Capt,50+,50+,W,W
4C13301B00,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,No,Den06,3D diff,2,5,542,322929,5435285,328,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,13,57.2,4.4,220,106,114,Male,Sub Adult,NA,"Blue (polish), Lt blue, Pine Green",YES,101-6967,04/05/11,04:47:00 PM,"EVL, TR, KB",4,At capture location,"Coiled, Looped, Basking",2011-081,Capt,50+,50+,W,W
4C13295841,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,No,Den06,3D diff,2,3.6,542,322929,5435286,329,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,13,56.2,5.1,265,106,159,Male,Adult,NA,"Blue (polish), Lt blue,  Aqua green",YES,101-6968,04/05/11,04:47:00 PM,"ARB, EVL, SL",4,At capture location,"Coiled, Looped, Basking",2011-082,Capt,50+,50+,W,W
484E094C24 Riker,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,Yes,Den06,3D diff,2,3.6,541,322931,5435287,330,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,15,69.7,5,277,75,202,Male,Adult,NA,Trans blue,YES,101-6969,17/05/2011,04:57:00 PM,"EVL, MV",17,At capture location,"Coiled, Looped, Basking",2011-083,Capt,50+,50+,W,W
4C13366329,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,No,Den06,3D diff,2,3.6,552,322928,5435288,330 ish,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,31,60.3,3.5,214,97,117,Female,Sub Adult,No,"Blue (polish), Lt blue, Car pink",YES,101-6970,04/05/11,04:47:00 PM,"EVL, TR, KB",4,At capture location,"Coiled, Looped, Basking",2010-084,Capt,50+,50+,W,W
4C132D031B,04/30/11,04:35:00 PM,"EVL, LM",Rattlesnake,,Sight,No,Den06,3D diff,2,3.6,552,322928,5435288,317-330ish,"Rock slide, Rocks, den","breeze, Sunny",2/9,20,20.4,,31,41.5,2.5,159,107,52,Female,Juvenile,No,"Blue (polish), Lt blue, Lt blue",YES,101-6971,04/05/11,04:47:00 PM,"EVL, TR, KB",4,At capture location,"Coiled, Looped, Basking",2011-085,Capt,50+,50+,W,W
4A4F467021 (Montana),05/04/11,09:43:00 AM,,Rattlesnake,,Sight,Yes,Den06,,,,,32,543,,,,,,,,4,102,7.2,757,98,659,Male,Adult,NA,Trans blue ,YES,"101-6977

one new rattle",06/05/11,03:16:00 PM,"EVL, TR, KB",2,At capture location,,2011-086*,Capt,,,,
4C1336274A,05/04/11,10:11:00 AM,"EVL,KB, TR",Rattlesnake,,Sight,No,Den06,,,,,32,543,,,,,,,,4,88,7,666,99,567,Male,Adult,NA,"Blue (polish),  Lt blue, Blue bell",YES,101-6978,06/05/11,03:19:00 PM,"EVL, TR, KB",2,At capture location,,2011-.087*,Capt,,,,
"4C132C3E0D ""Locutus""",05/04/11,10:11:00 AM,"EVL,KB, TR",Rattlesnake,,Sight,No,Den06,,,,,32,543,,,,,,,,23,84.3,6.4,450,92,358,Male,Adult,NA,Trans blue,YES,"101-6979

Potential transmitter snake",17/05/2011,04:56:00 PM,"EVL, MV",13,At capture location,,2011-088*,Capt,,,,
4C13396A64,05/06/11,03:02:00 PM,"EVL,KB, TR",Rattlesnake,,Sight,No,Den06,,,,,32,543,,"Rock slide, rock","breeze, Cloudy, Warm",6/9,,19.4,,34,67.8,5.4,380,116,264,Female,Adult,No,"Blue (polish), Pine Green, Daisy cream",YES,101-6985,17/05/2011,04:58:00 PM,"EVL, MV",11,At capture location,Coiled,2011-089*,Capt,50+,50+,W,W
4A25471B49 Denver,05/06/11,03:02:00 PM,"EVL,KB, TR",Rattlesnake,,Sight,Yes,Den06,,,,,32,543,,"Rock slide, rock","breeze, Cloudy, Warm",6/9,,19.4,,14,74.8,6.3,382,87,295,Male,Adult,NA,Trans blue ,YES,"101-6986 

one new rattle",17/05/2011,04:54:00 PM,"EVL, MV",11,At capture location,Coiled,2011-090*,Capt,50+,50+,W,W
Bag 29,05/12/11,11:05:00 AM,"KB, TR",Rattlesnake,,Sound,,Between den 20 and 21 on north facing slope under antelope brush ,3D diff,3,4.3,331,321302,5435979,337,"Antelope brush, Shrub-steppe",Sunny,4/9,18.6,13.4,"Rain overnight and in morning, sunny and cleared up when found snake",29,2.8,40.2,127,76,51,Female,Juvenile,NA,"Blue (polish), Pine Green, Tango blue",YES,"Possibly too small to probe effectively.  Too small for chip.

Photo #101-7033",16/05/2011,10:57:00 AM,"KB, TR",4,At capture location,"On the move, Under antelope brush",2011-091*,Capt,50+,50+,S,S
Bag 19,05/12/11,11:36:00 AM,"KB, TR",Rattlesnake,,Sight,No,"500m from base of mtn, shrub-steppe",3D diff,32,3.2,346,321759,5435595,339,"Shrub-steppe, under small dead sagebrush","Sunny, Hot, Windy",4/9,18.6,19.4,,19,31.3,2.2,126,100,26,,Juvenile,NA,"Blue (polish), Pine Green, Citrus green",YES,"Too small for accurate sexing, too small for chip.  Photo #101-7039",16/05/2011,11:16:00 AM,"KB, TR",4,At capture location,On the move,2011-092*,Capt,50+,50+,S,S
Look up,05/14/11,03:36:00 PM,"EVL,KB, TR",Rattlesnake,,Sight,,Rocks west of 7th tee,3D diff,126,4.2,390,322694,5435013,341,"Rock outcrop, rock",Overcast,9/9,22.4,17.2,,,,,,,,,Adult,,"Citrus green, Car pink, Red]",NO,Look up,,,,,Sighting,Coiled,2011-*,Sight,50+,50+,W,S
4C13350A45,05/17/11,03:59:00 PM,"TR, KB",Rattlesnake,,Sight,No,N desert,3D diff,9,4.9,375,320851,5437097,347,Sagebrush,"Hot, Sunny, breeze",3/9,31.2,18.6,Moving through grasses towards sagebrush.,5,69,5,318,128,190,Male,Adult,NA,"Blue (polish), Pine Green, Pine Green",YES,1017056,18/05/2011,09:57:00 AM,"TR,KB",1,At capture location,On the move,2011-096,Capt,50+,50+,S,S
4C132D0622,05/17/11,11:55:00 AM,Staff,Rattlesnake,,Sight,No,GC hole #5,,,,,32,543,,"GC, Shrub-steppe",,,,,,,,,265,100,165,Female,Adult,No,"Blue (polish), Pine Green,  Aqua green",YES,"File was lost, so incomplete length info",19/05/2011,11:57:00 AM,"TR, KB",2,near capture location in gc shrub steppe,,2011-097,Capt,50+,,W,W
4C13374510,05/18/11,01:56:00 PM,"EVL,KB, TR",Rattlesnake,,Sight,Yes,"north of Den 27, base of slope",3D gps,1,4.6,376,320683,5437577,355,"Pine stand , burnt out hole","Sunny, breeze, Warm",1/9,25.1,15,,,,,,,,Male,Adult,NA,"Blue (polish), Aqua green, Gold",NO,,,,,,Sighting,Stretched out,2011-098,Sight,50+,50+,S,S
4544416D06,05/18/11,08:09:00 AM,Barb,Rattlesnake,,Sight,Yes,First Bridge,,,,,32,543,,Bridge,,,,,Being used for snake release at Meadowlark.,13,69.4,5.8,344,106,238,Male,Adult,NA,"Fiesta yellow, Royal blue, Citrus green",YES,"3 new rattles

Photo #1017085",22/05/2011,01:21:00 PM,Barb,4,At capture location,,2011-099,Capt,,50+,,S
4C133C2077,05/18/11,12:46:00 PM,"EVL,KB, TR",Rattlesnake,,Sight,No,Den 27,3D diff,209,5,433,320863,5437477,354,"Rock slide, Rock pile, Den 27","Sunny, breeze, Warm",1/9,23.8,18.8,,7,81.2,6.2,564,108,456,Male,Adult,,"Blue (polish), Pine Green, Blue bell",YES,101-7088,23/05/2011,08:50:00 AM,KB,5,At capture location,Coiled,2011-100,Capt,50+,50+,S,S
"486026452C ""Columbus""",05/19/11,10:11:00 AM,Russel and john,Rattlesnake,,Sound,Yes,northern development site on golf course side of snake fence,3D diff,1,3.3,382,322687,5434870,358,"Development site,Shrub-steppe between snake fence and sagebrush","Sunny, Warm, breeze",0/9,23.1,13.8,,A,65.8,5.1,307,100,207,Male,Adult,NA,Tango blue,YES,"2010 trans snake ""Columbus""

photo 101-7089

one new rattle",26/05/2011,03:05:00 PM,"EVL, KB",7,At capture location,On the move,2011-101,Sight,50+,50+,W,W
"430F5B2E26 ""Billy""",05/19/11,12:23:00 PM,"TR, KB",Rattlesnake,,Sight,Yes,First Bridge,3D diff,1,2.5,325,322133,5435034,363,"Shrub-steppe, wooden bridge","Windy, Warm",1/9,25.4,19.9,,5,75.3,5.6,396,127,269,Male,Adult,No,"Tango blue, Tango blue, Fiesta yellow",YES,"1 new rattle.  Tail has yellow, blue, blue, blue at end, aside from base colours.

Photo #1017090",19/05/2011,01:17:00 PM,"TR, KB",,At capture location,Looped,2011-102,Capt,10-50,10-50,S,S
"4A1D751E33 ""Kirk""",05/19/11,02:20:00 PM,"EVL,KB, TR",Rattlesnake,,Sight,Yes,"Inside snake fence, above power station",3D diff,2,4.5,430,322744,5434670,366,Shrub-steppe,"breeze, Hot, Sunny",1/9,28.1,24,Wrong side of fence,3,67.1,5.3,334,122,212,Male,Adult,,"Gold, Citrus green, Fuchsia",YES,"101-7092

Two new rattles

Poss. trans?",26/05/2011,03:13:00 PM,EVLKB,7,"At capture location, on right side of snake fence",On the move,2011-103,Capt,10-50,<10,E,S
4A4F543267,05/20/11,12:13:00 PM,"EVL,KB, TR",Rattlesnake,,Sight,Yes,Shrub-steppe below den 6,3D diff,7,4.4,465,322881,5435100,369,"Shrub-steppe, Antelope brush","breeze, Sunny, Hot",3/9,26.5,21.8,,,,,,,,Female,Sub Adult,NA,"Orange, Fiesta yellow, Tango blue",NO,Was caught in 2010 along dev site drift fence,,,,,,On the move,2011-104*,Sight,50+,50+,W,W
43602D1948 (Poseidon),05/20/11,11:27:00 AM,CG staff,Rattlesnake,,Sight,Yes,Campground F13,,,,,32,543,,CG,,,,,,15,71.5,6.2,304,92,212,Male,Adult,NA,"Fiesta yellow, Tango blue, Tango blue",YES,"No new rattles

ex trans snake Poseidon

101-7107",24/05/2011,11:53:00 AM,EVL,4,"~60m from snake fence, mid cg

321601 5435077

3.9@1

elev 326

wypt 002 (spare gps)",,2011-105,Capt,,,,
4C1339725C,05/21/11,11:29:00 AM,Victor,Rattlesnake,,Sight,Yes,Golf Course,,,,,32,543,,"GC, Shrub-steppe",,,,,,14,53.5,3.4,230,82,148,Female,Adult,No,"Orange, Tango blue, Royal blue",YES,101-7108,24/05/2011,09:38:00 AM,"KB, TR",3,"released on golf course

Error 3.7

count 2

elevation: 351

E 0322498

N 5434704

Waypoint 373",,2011-106*,2010recap,,,,
"471E4C7926 ""Geordi""",05/21/11,11:29:00 AM,Victor,Rattlesnake,,Sight,Yes,Golf Course,3D diff,1,4.5,367,322453,5434879,GE000,"GC, Shrub-steppe",,,,,,36,69,5.9,360,74,286,Male,Adult,NA,"Citrus green,  Aqua green, , Pt purple (TRANS BLUE NOW)",YES,"101-7112 Geordi

5 new rattles

from 2006",26/05/2011,02:55:00 PM,"EVL, KB",5,"Mid gc shrub steppe 

1@4.5

5434879

322453

367

GE000",,2011-107,Capt,,,,
4A4F0B3361,05/21/11,12:22:00 PM,Victor,Rattlesnake,,Sight,Yes,Golf Course #4 green,,,,,32,543,,"GC, Shrub-steppe",,,,,,28,57,3.9,255,110,145,Female,Adult,No,"Orange, Pt purple, Fuchsia",YES,"101-7113

1 new rattle",24/05/2011,09:42:00 AM,"KB, TR",3,"Golf course

error 4.3

count 1

elevation 352

E 0322498

N 5434703",,2011-108*,2010recap,,,,
"433E06795F ""Crusher""",05/21/11,12:54:00 PM,Victor,Rattlesnake,,Sight,Yes,Golf Course club house,3D diff,1,4.7,333,322247,5434695,007(spare gps),,,,,,,23,78.5,5.8,446,102,344,Male,Adult,NA,"Red, Daisy cream, Car pink",YES,"2 new rattles

101-4114",26/05/2011,03:38:00 PM,"EVL, KB",5,"near  capture location, in mid denser gc shrub steppe. 

gps info:

CR000

2.3@2

343

0322393

5434663",,2011-109,Capt,,,,
4C13365805,05/22/11,12:57:00 PM,Victor,Rattlesnake,,Sight,Yes,Golf Course #7,,,,,32,543,,"GC, Shrub-steppe",,,,,,30,59,3.3,280,130,150,Female,Adult,No,"Gold, Pt purple, Red",YES,"3 new rattles

Should have PIT 4A1E197859 From 2008, but no PIT now, so re-tagged

101-7115",24/05/2011,09:28:00 AM,"TR, KB",2,"Shrub-steppe below GC hole 7.  3.1 acc at 1 count.  Elev 362, E 0322514 N 5434853.  Wpt 372.",,2011-110*,Capt,,,,
4C133B3A04,05/24/11,02:01:00 PM,GC staff,Rattlesnake,,Sight,No,Golf Course,,,,,32,543,,,,,,,Caught by golf course staff,25,50.4,4.7,187,88,99,Male,Juvenile,NA,"Blue (polish), Pine Green, Gold",YES,101-7129,25/05/2011,02:45:00 PM,"KB, TR",1,"Shrub steppe in golf course

error3.5

count 1

elevation 357

E 322486

N 5434846

Waypoint 005",,2011-111*,Capt,,,,
4C132B1B48,05/24/11,02:06:00 PM,GC staff,Rattlesnake,,Sight,No,Golf course,3D gps,1,4.9,361,322365,5434913,3,,,,,,Caught by golf course staff,26,50.8,4.2,232,99,133,Male,Sub Adult,NA,"Blue (polish), Gold, Daisy cream",YES,101-7130,25/05/2011,02:41:00 PM,"KB, TR",1,"Shrub steppe in golf course

error3.5

count 1

elevation 357

E 322486

N 5434846

Waypoint 005",,2011-112,Capt,,,,
4C132A3A7C,05/25/11,08:26:00 AM,"KB, TR",Rattlesnake,,Sight,No,Along fence just north of last campground site. On the shrubbe-steppe side.,3D diff,1,3.2,301,321194,5435587,376,"Shrub-steppe, Sagebrush beside fence","Cool, Overcast, Cloudy",9/9,17.5,15.8,,4,58,3.7,201,99,102,Female,Juvenile,No,"Blue (polish), Pine Green, Blue bell",YES,101-7128,27/05/2011,08:18:00 AM,"TR, KB",2,At capture location,On the move,2011-113,Capt,50+,50+,S,S
4C13357A41,05/25/11,08:47:00 AM,"KB, TR",Rattlesnake,,Sight,Yes,"N desert, halfway between mountain and lake",3D diff,1,3.2,335,321082,5435946,378,"Shrub-steppe, Antelope brush","Cool, Cloudy, Overcast",9/9,18.4,16.7,,,,,,,,,,,"Blue (polish), White (polish), Daisy cream",NO,Hissing a lot from under antelope brush,,,,,,"On the move, Under antelope brush",2011-114*,Sight,50+,50+,S,S
4C1333205F,05/29/11,01:45:00 PM,CG staff,Rattlesnake,,Sight,No,Campground volleyball court,,,,,32,543,,CG,,,,,,32,58.4,3.3,213,85,128,Female,Adult,No,"Blue (polish), Gold, Tango blue",YES,"101.7132

old paint colours - gold, petunia purple, royal blue

3 new rattles",02/06/11,09:45:00 AM,EVL,4,"50m over snakefence behind cg office

2.4@2

321595

5434893

306

pt 011",,2011-115*,Capt,,,,
4C1333781E,05/31/11,11:02:00 AM,"KB, TR",Rattlesnake,,Sound,No,N desert,3D diff,1,2,340,320614,5436834,385,"Shrub-steppe, Antelope brush, tangled mass of branches","Cool, Overcast, Cloudy",8/9,23.9,20,,22,56.7,5.1,231,103,128,Male,Adult,NA,"Blue (polish), Gold, Citrus green",YES,101-7134,03/06/11,12:09:00 PM,"KB, TR",3,At capture location,On the move,2011-116,Capt,50+,50+,S,S
Neonate,05/31/11,01:56:00 PM,CG staff,Rattlesnake,,,,Campground north fence,,,,,32,543,,,,,,,,15,,,107,92,15,,Neonate,NA,Orange,NO,,02/06/11,09:45:00 AM,EVL,2,"50m over snakefence behind cg office

pt#012

2.4@2

321600

5434890

305",,2011-117*,Capt,,,,
4C132D3837,06/01/11,03:35:00 PM,"KB, TR",Rattlesnake,,Sound,No,N desert,3D diff,1,4.7,327,320417,5436760,387,"Shrub-steppe, Antelope brush","Sunny, breeze, Warm",2/9,26.5,22.5,,8,59.2,4.4,218,94,124,Male,Sub Adult,NA,"Blue (polish), Gold, Pine Green",YES,101-7135,03/06/11,11:58:00 AM,"KB, TR",2,At capture location,On the move,2011-118,Capt,50+,50+,S,S
Neonate,06/01/11,12:19:00 PM,"EVL, JH",Rattlesnake,,Sight,No,Tipee,3D diff,13,5,324,322118,5434984,019(spare),"Shrub-steppe, tipee",Sunny,1/9,,,,7,29.8,1.9,134,111,23,,Neonate,NA,Blue (polish),YES,Photo 28 on Tammy's camera.  Too small for tag or sexing.,03/06/11,08:46:00 AM,EVL,2,near capture location in shrub steppe,Coiled on rocks just outside tipee,2011-119,Capt,<10,50+,S,S
44620C0B44 Phoenix,06/02/11,08:20:00 AM,"KB, TR",Rattlesnake,,Sight,Yes,Coverboard on gc side of snake fence between resort and center,3D diff,1,3.3,331,322176,5434879,388,"GC, Shrub-steppe, CoverBoard","Cloudy, Cool, Overcast",8/9,16.8,13.6,,14,67.3,5.5,308,84,224,Male,Adult,NA,Trans blue,YES,"1 new rattle.

Photo 101-7138",12/06/11,04:42:00 PM,"TR, KB",10,At capture location,Coiled,2011-120,Capt,10-50,10-50,W,W
484E7A663C (Seven),06/02/11,10:17:00 AM,"KB, TR",Rattlesnake,,Sight,Yes,Golf Course beside hole 7,3D diff,1,3.8,381,322610,5434937,389,"GC, Shrub-steppe, Antelope brush","Cool, breeze, Sunny",3/9,19.1,56.3,,Bag 30,66.1,4.9,363,129,234,Male,Adult,No,"Orange, Car pink, Citrus green",YES,101-7139,12/06/11,05:09:00 PM,"TR, KB",10,"3.9 @1. 

Easting: 0322532

Northing: 5434820

Elev: 364

Wpt: 416",On the move,2011-121,Capt,50+,50+,W,W
456A701D3F ,06/02/11,11:29:00 AM,"KB, TR",Rattlesnake,,Sight,Yes,First Bridge,3D diff,1,2.4,329,322164,5435046,390,"Shrub-steppe, Long grass, Bridge","Sunny, Warm",1/9,24,73.4,,17,78,6.4,515,100,415,Male,Adult,No,"Fiesta yellow, Blue bell, Red",YES,101-7168,23/06/2011,02:00:00 PM,EVL,21,"Being held in snake hotel until finished digesting meal so can have surgery

vet busy, then decided against making a transmitter snake

",On the move,2011-122,Capt,50+,50+,S,S
44621E530E,06/02/11,10:20:00 AM,EVL,Rattlesnake,,Sight,Yes,Coverboard along fence behind cg office,3D diff,3,4.6,301,321642,5434754,015 (old),"Shrub-steppe, next to coverboard","Sunny, Cloudy",2/9,18.9,22.5,,29,67,3.4,246,76,170,Female,Adult,No,"Fuchsia, Blue bell, Fuchsia",YES,"6 new rattles.  Repainted tail.

Photo 101-7137",03/06/11,09:30:00 AM,EVL,1,At capture location,Looped,2011-123,Capt,50+,50+,W,W
