PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS
989001006112838,4/22/2017,14:00,"DME, JRM",NO,GOPHER,CLOUDY,9,18.3,18.4,SIGHT,COILED,TALUS SLOPE,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,63,62,189,101,88,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,NW,NW,N,14:21,APRIL 22 2017,SAME AS CAPTURE,0,
989001006112822,4/22/2017,14:00,"DME, JRM",NO,RATTLE,CLOUDY,9,18.3,18.4,SIGHT,COILED,TALUS SLOPE,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,61,60,184,75,109,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,W,W,N,14:36,APRIL 22 2017,SAME AS CAPTURE,0,"VERY EMACIATED, SWAB 41"
989001004384286,4/22/2017,14:00,"DME, JRM",YES,RATTLE,CLOUDY,9,18.3,18.4,SIGHT,COILED,TALUS SLOPE,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,61,64.2,242,75,167,MALE,ADULT,NA,>100,>100,W,W,N,14:46,APRIL 22 2017,SAME AS CAPTURE,0,"SWAB 42, KILO"
989001005710871,4/22/2017,14:00,"DME, JRM",YES,RATTLE,CLOUDY,9,18.3,18.4,SIGHT,COILED,TALUS SLOPE,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,61,81.2,428,75,353,MALE,ADULT,NA,>100,>100,W,W,N,14:57,APRIL 22 2017,SAME AS CAPTURE,0,SWAB 43
989001004384289,4/22/2017,14:00,"DME, JRM",YES,RATTLE,CLOUDY,9,18.3,18.4,SIGHT,COILED,TALUS SLOPE,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,63,76.1,402,100,302,MALE,ADULT,NA,>100,>100,W,W,N,14:47,APRIL 27 2017,SAME AS CAPTURE,5,"SWAB 44, LIMA"
989001005710868,4/22/2017,14:00,"DME, JRM",NO,RATTLE,CLOUDY,9,18.3,18.4,SIGHT,COILED,TALUS SLOPE,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,51,68.2,325,110,215,MALE,ADULT,NA,>100,>100,W,W,N,15:21,APRIL 22 2017,SAME AS CAPTURE,0,SWAB 45
989001005040849,4/22/2017,14:00,"DME, JRM",YES,RATTLE,CLOUDY,9,18.3,18.4,SIGHT,COILED,TALUS SLOPE,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,54,61.1,312,98,214,FEMALE,ADULT,OVA DETECTED,>100,>100,W,W,N,12:00,APRIL 29 2017,SAME AS CAP,7,"SWAB 46, 6 OVA DETECTED"
4C133C2077,4/22/2017,14:00,"DME, JRM",YES,RATTLE,CLOUDY,9,18.3,18.4,SIGHT,COILED,TALUS SLOPE,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,PS I LOVE YOU,88.3,590,100,490,MALE,ADULT,NA,>100,>100,W,W,N,15:47,APRIL 22 2017,SAME AS CAPTURE,0,SWAB 47
989001006112887,4/23/2017,11:42,"DME, JRM",NO,RATTLE,SUNNY CLOUDY,4,20.3,23.5,SIGHT,BASKING,TALUS SLOPE,ON ROCKS,DEN 8,322048,5435750,DEN 8,60,58.9,239,106,133,MALE,SUB ADULT,NA,>100,>100,S,S,N,11:59,APRIL 23 2017,SAME AS CAPTURE,0,
0A180D5F64,4/23/2017,12:46,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,8,18.5,22.6,SIGHT,BASKING,SHRUB STEPPE,ON ROCKS,30M DOWNSLOPE DEN 8,322472,5435537,,1,61.5,258,130,128,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,N,12:54,APRIL 23 2017,SAME AS CAPTURE,0,
989001006112862,4/23/2017,13:17,"DME, JRM",NO,RATTLE,SUNNY CLOUDY,8,17.1,20.7,SIGHT,COILED,TALUS SLOPE,WITHIN ROCKS,RC DEN,322479,5435557,RC DEN,60,58.3,235,107,128,MALE,SUB ADULT,NA,>100,>100,SW,SW,N,13:28,APRIL 23 2017,SAME AS CAPTURE,0,
0A180D5F77,4/23/2017,13:17,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,8,17.1,20.7,SIGHT,BASKING,TALUS SLOPE,UNDER ROCK OVERHANG,RC DEN,322479,5435557,RC DEN,60,56.8,234,109,145,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,S,S,N,13:33,APRIL 23 2017,SAME AS CAPTURE,0,
989001004384254,4/23/2017,13:52,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,9,16.7,20.3,SIGHT,COILED,TALUS SLOPE,SAGE AND ROCKS,RC DEN,322473,5435545,RC DEN,51,60,276,112,164,MALE,ADULT,NA,>100,>100,S,S,N,13:52,APRIL 28 2017,SAME AS CAPTURE,5,ROMEO
0A13677552,4/23/2017,13:52,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,9,16.7,20.3,SIGHT,BASKING,TALUS SLOPE,GRASS NEAR ROCK,RC DEN,322473,5435545,RC DEN,68,59.7,271,139,132,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,S,S,N,14:03,APRIL 23 2017,SAME AS CAPTURE,0,
4C1B433E59,4/23/2017,14:20,"DME, JRM",NO,RATTLE,SUNNY CLOUDY,9,20.8,20,SIGHT,BASKING,SHRUB STEPPE,WITHIN ROCKS,30M DOWNSLOPE RC DEN,322472,5435537,,1,64.5,322,120,202,FEMALE,ADULT,NON-GRAVID,>100,>100,S,S,N,14:28,APRIL 23 2017,SAME AS CAPTURE,0,
0A13677576,4/23/2017,14:20,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,9,20.8,20,SIGHT,BASKING,SHRUB STEPPE,WITHIN ROCKS,30M DOWNSLOPE RC DEN,322472,5435537,,67,54.6,206,84,122,FEMALE,ADULT,NON-GRAVID,>100,>100,S,S,N,14:34,APRIL 23 2017,SAME AS CAPTURE,0,
989001006112863,4/23/2017,14:20,"DME, JRM",NO,RATTLE,SUNNY CLOUDY,9,20.8,20,SIGHT,BASKING,TALUS SLOPE,ON GRASS,30M DOWNSLOPE RC DEN,322472,5435537,,67,59.9,209,82,127,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,S,S,N,14:46,APRIL 23 2017,SAME AS CAPTURE,0,RECENTLY FED
4C165E5674,4/23/2017,16:11,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,8,18.0,19.3,SIGHT,BASKING,TALUS SLOPE,WITHIN ROCKS,DEN 6,322933,5435288,DEN 6,1,73.5,445,124,321,MALE,ADULT,NA,>100,>100,SW,SW,N,16:21,APRIL 23 2017,SAME AS CAPTURE,0,
4C1A356023,4/23/2017,16:11,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,8,18.0,19.3,SIGHT,BASKING,TALUS SLOPE,ON ROCKS,DEN 6,322933,5435288,DEN 6,67,79.9,390,82,308,MALE,ADULT,NA,>100,>100,SW,SW,N,16:28,APRIL 23 2017,SAME AS CAPTURE,0,BASKING WITH MANY SNAKES
484A7A4E25,4/23/2017,16:11,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,8,18.0,19.3,SIGHT,BASKING,TALUS SLOPE,ON ROCKS,DEN 6,322933,5435288,DEN 6,1,86.8,572,125,450,MALE,ADULT,NA,>100,>100,SW,SW,N,16:36,APRIL 23 2017,SAME AS CAPTURE,0,
484E094C24,4/23/2017,16:11,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,8,18.0,19.3,SIGHT,BASKING,TALUS SLOPE,ON ROCKS,DEN 6,322933,5435288,DEN 6,67,78.2,310,84,226,MALE,ADULT,NA,>100,>100,SW,SW,N,16:43,APRIL 23 2017,SAME AS CAPTURE,0,
989001005040830,4/23/2017,16:11,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,8,18.0,19.3,SIGHT,BASKING,TALUS SLOPE,ON ROCKS,DEN 6,322933,5435288,DEN 6,1,60.3,289,124,155,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,N,16:51,APRIL 23 2017,SAME AS CAPTURE,0,
485E5D39B5,4/23/2017,17:19,"DME,JRM",YES,RATTLE,SUNNY CLOUDY,8,19.0,20,SIGHT,BASKING,TALUS,UNDER SAGE COVER,30m DOWNSLOPE DEN 6,322930,5435269,,1,70.2,320,124,196,MALE,ADULT,N/A,>100,>100,SW,SW,NO,17:27,23-Apr,SAME AS CAP,0,
989001006112818,4/24/2017,13:06,"DME,JRM",NO,RATTLE,SUNNY,3,20.3,17.7,SIGHT,BASKING,TALUS,ON ROCKS,NEAR DEN 27,322933,5435288,27,PS I LOVE YOU,46.5,170,100,70,FEMALE,JUVENILE,NON-GRAVID,>100,>100,W,W,NO,13:22,24-Apr,SAME AS CAP,0,SWAB 48
989001004384244,4/24/2017,13:57,"DME,JRM",YES,RATTLE,SUNNY,5,17.9,17.5,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,61,69.1,295,75,220,MALE,ADULT,N/A,>100,>100,W,W,NO,14:05,24-Apr,SAME AS CAP,0,"SWAB 49. ""HOTEL"""
989001006112840,4/24/2017,15:00,"DME,JRM",NO,RATTLE,SUNNY CLOUDY,6,20.0,20.8,SIGHT,BASKING,TALUS,ON ROCKS,DEN 26,320926,5437182,DEN 26,77,66.5,234,78,156,FEMALE,ADULT,POST PARTUM,>100,>100,NW,NW,NO,15:20,24-Apr,SAME AS CAP,0,SWAB 50
989001006112889,4/24/2017,15:00,"DME,JRM",NO,RATTLE,SUNNY CLOUDY,6,20.0,20.8,SIGHT,BASKING,TALUS,IN ROCKS,DEN 26,320926,5437182,DEN 26,77,43.1,140,79,61,FEMALE,JUVENILE,NON-GRAVID,>100,>100,NW,NW,NO,15:33,24-Apr,SAME AS CAP,0,SWAB 51
989001006112845,4/24/2017,15:00,"DME,JRM",NO,RATTLE,SUNNY CLOUDY,6,20.0,20.8,SIGHT,BASKING,TALUS,IN ROCKS,DEN 26,320926,5437182,DEN 26,61,35.5,110,75,35,FEMALE,JUVENILE,NON-GRAVID,>100,>100,NW,NW,NO,15:47,24-Apr,SAME AS CAP,0,SWAB 52
989001006112877,4/24/2017,15:50,"DME,JRM",NO,RATTLE,SUNNY CLOUDY,7,16.9,17.8,SIGHT,BASKING,TALUS,IN ROCK,DEN 26,320926,5437182,DEN 26,77,57.7,198,78,120,MALE,SUB-ADULT,N/A,>100,>100,NW,NW,NO,16:02,24-Apr,SAME AS CAP,0,SWAB 53
0A13654B5C,4/25/2017,11:40,"DME,JRM, RPR",YES,RATTLE,SUNNY,4,18.0,18.1,SIGHT,BASKING,SHRUB STEPPE,ANTELOPE OVERHANG,NORTH SIDE OF HOLE 6,322520,5435015,,60,73.5,391,109,282,MALE,ADULT,N/A,>100,>100,W,W,NO,11:50,25-Apr,SAME AS CAP,0,
471EC7926,4/25/2017,13:00,"DME,JRM,RPR",YES,RATTLE,SUNNY CLOUDY,4,21.2,15.5,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,61,89.5,404,75,329,MALE,ADULT,N/A,>100,>100,SW,S,NO,13:07,25-Apr,SAME AS CAP,,GEORDI
989001006112883,4/25/2017,13:00,"DME,JRM,RPR",NO,RATTLE,SUNNY CLOUDY,4,21.2,15.5,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,77,53,200,75,125,MALE,SUB-ADULT,N/A,>100,>100,SW,SW,NO,13:15,25-Apr,SAME AS CAP,0,SWAB 54
0A180D5F65,4/25/2017,13:00,"DME,JRM,RPR",YES,RATTLE,SUNNY CLOUDY,4,21.2,15.5,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,61,53.5,175,75,100,MALE ,SUB-ADULT,N/A,>100,>100,SW,SW,NO,13:37,25-Apr,SAME AS CAP,0,SWAB 55
0A180D5F6B,4/25/2017,14:00,"DME,JRM,RPR",YES,RATTLE,SUNNY CLOUDY,4,21.2,15.5,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,61,64.5,404,75,329,FEMALE,ADULT,4 OVE DETECTED,>100,>100,SW,SW,NO,11:55,MAY 6 2017,SAME AS CAPTURE,11,SWAB 56. BELLATRIX
0A180D5F38,4/25/2017,14:53,"DME,JRM,RPR",YES,RATTLE,SUNNY CLOUDY,6,21.5,22.5,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6 SATTELITE,322970,5435285,,77,77,453,75,378,MALE,ADULT,N/A,>100,>100,SW,SW,NO,15:00,25-Apr,SAME AS CAP,0,
989001006112828,4/25/2017,14:53,"DME,JRM,RPR",NO,RATTLE,SUNNY CLOUDY,6,21.5,22.5,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6 SATTELITE,322970,5435285,,77,82.8,460,75,385,MALE,ADULT,N/A,>100,>100,SW,SW,NO,15:09,25-Apr,SAME AS CAP,0,SWAB 57
989001006112837,4/25/2017,14:53,"DME,JRM,RPR",NO,RATTLE,SUNNY CLOUDY,6,21.5,22.5,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6 SATTELITE,322970,5435285,,77,83,400,75,325,MALE,ADULT,N/A,>100,>100,SW,SW,NO,15:19,25-Apr,SAME AS CAP,0,SWAB 58
989001006112871,4/25/2017,14:53,"DME,JRM,RPR",NO,RATTLE,SUNNY CLOUDY,6,21.5,22.5,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6 SATTELITE,322970,5435285,,1,55.5,263,124,139,MALE,SUB-ADULT,N/A,>100,>100,SW,SW,NO,15:29,25-Apr,SAME AS CAP,0,SWAB 59
989001006112827,4/26/2017,12:22,"DME,JRM",NO,RACER,SUNNY CLOUDY,3,22.8,22.4,SIGHT,BASKING,PINE STAND,ON ROCKS,SHED SITE N TRAIL,322292,5435272,,,53.2,145,100,45,MALE,ADULT,N/A,>100,>100,S,S,NO,12:35,25-Apr,SAME AS CAP,0,
989001004384241,4/26/2017,12:22,"DME,JRM",YES,RATTLE,SUNNY CLOUDY,3,22.8,22.4,SIGHT,BASKING,PINE STAND,WITHIN ROCKS,SHED SITE N TRAIL,322292,5435272,,77,68.4,203,80,123,FEMALE,ADULT,POST PARTUM,>100,>100,S,S,NO,12:44,26-Apr,SAME AS CAP,0,
989001006112890,4/26/2017,13:13,"DME,JRM,RPR",NO,GOPHER,SUNNY CLOUDY,3,20.9,22.6,SIGHT,MOVING,TALUS,ON ROCKS,25 m DOWNSLOPE DEN 8,322043,5435726,,60,72.3,238,106,132,MALE,ADULT,N/A,>100,>100,SW,SW,NO,13:22,26-Apr,SAME AS CAP,0,
989001005710877,4/26/2017,13:30,"DME,JRM,RPR",YES,RATTLE,CLOUDY,7,20.5,21.6,SIGHT,COILED,TALUS,ON ROCKS,DEN 8,322048,5435750,DEN 8,60,64.5,295,112,183,MALE,ADULT,N/A,>100,>100,SW,SW,NO,13:43,26-Apr,SAME AS CAP,0,
989001005040876,4/26/2017,13:37,"DME,JRM,RPR",YES,RATTLE,CLOUDY,7,20.5,21.6,SIGHT,COILED,TALUS,ON ROCKS,20m SE DEN 8,322057,5435733,,77,61.5,300,75,225,MALE,ADULT,N/A,>100,>100,S,S,NO,11:46,MAY 2 2017,SAME AS CAP,7,TANGO
989001006112872,4/26/2017,15:39,"DME,JRM,RPR",NO,RATTLE,CLOUDY,7,19.1,17.8,SOUND,COILED,TALUS,UNDER ROCK OVERHANG,50m SE DEN 8,322053,5435710,,68,57.3,290,145,145,FEMALE,ADULT,4 OVE DETECTED,>100,>100,SW,SW,NO,12:08,MAY 5 2017 ,SAME AS CAP,9,HERMIONE
989001006112811,4/26/2017,16:08,"DME,JRM,RPR",NO,RATTLE,SUNNY CLOUDY,8,16.1,17.1,SIGHT,COILED,TALUS,NEAR LOG COVER,~40m E DEN 8,322061,5435744,,60,61.3,249,110,139,MALE,ADULT,N/A,>100,>100,SW,SW,NO,16:34,26-Apr,SAME AS CAP,0,COILED W JUVENILE
989001006112873,4/27/2017,14:30,"DME, JRM",NO,RACER,CLOUDY,9,16.5,18.5,SIGHT ,MOVING ,TALUS,TALL GRASS,20M DOWNSLOPE DEN 27,320834,5437497,,PS I LOVE YOU,47.4,151,102,49,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,W,W,NO ,15:01,APRIL 27 2017,SAME AS CAPTURE,0,
989001006112824,4/27/2017,14:40,DME. JRM,NO,RATTLE,CLOUDY,9,16.5,18.5,SIGHT,COILED,TALUS,IN CRACK OF ROCK,DEN 27,320852,5437481,DEN 27,PS I LOVE YOU,37.5,139,100,39,FEMALE,JUVENILE,NON-GRAVID,>100,>100,W,W,NO ,15:14,APRIL 27 2017,SAME AS CAPTURE,0,SWAB 60
989001006112879,4/27/2017,14:40,"DME, JRM",NO,RATTLE,CLOUDY,9,16.5,18.5,SIGHT,COILED,TALUS,UNDER ROCK,DEN 27,320852,5437481,DEN 27,PS I LOVE YOU,72.6,308,102,206,MALE,ADULT,NA,>100,>100,W,W,NO,15:33,APRIL 27 2017,SAME AS CAPTURE,0,"swab 61. SCAR ON UPPER NECK, SCALE SLOUGHING"
989001005040888,4/27/2017,16:53,"DME, JRM",YES,RATTLE,CLOUDY,8,21.5,21.5,SIGHT,COILED,TALUS,UNDER ROCK OVERHANG,20m SE DEN 8,322054,5435730,,63,61.8,241,100,141,MALE ,ADULT,NA,>100,>100,SW,SW,NO,17:00,APRIL 27 2017,SAME AS CAPTURE,0,
989001006112852,4/28/2017,10:59,"DME, JRM",NO,RATTLE,SUNNY CLOUDY,2,18.5,19.3,SIGHT ,BASKING,SHRUB STEPPE,ON ROCKS,20M DOWNSLOPE RC DEN,322472,5435550,,51,57.5,305,110,195,FEMALE,ADULT,OVA DETECTED,>100,>100,SW,SW,NO,13:01,MAY 5 2017,SAME AS CAPTURE,7,NAGINI
0A180D5F46,4/28/2017,11:17,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,2,18.5,19.3,SIGHT ,BASKING,SHRUB STEPPE,WITHIN ROCKS,20M DOWNSLOPE RC DEN,322472,5435550,,PS I LOVE YOU,52.2,194,100,94,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,SW,SW,NO,11:26,APRIL 28 2017,SAME AS CAPTURE,0,
989001006112899,4/28/2017,11:17,"DME, JRM",NO,RATTLE,SUNNY CLOUDY,2,18.5,19.3,SIGHT,BASKING,SHRUB STEPPE,WITHIN ROCKS,20M DOWNSLOPE RC DEN,322472,5435550,,1,40.3,182,124,58,FEMALE,JUVENILE,NON-GRAVID,>100,>100,SW,SW,NO,11:36,APRIL 28 2017,SAME AS CAPTURE,0,
989001006112813,4/28/2007,11:50,"DME, JRM",NO,RATTLE,SUNNY CLOUDY,2,26.3,22.5,SIGHT,BASKING,TALUS,WITHIN ROCKS,RC DEN,322473,5435545,RC DEN,PS I LOVE YOU,51.5,180,100,80,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,SW,SW,NO,12:07,APRIL 28 2017,SAME AS CAPTURE,0,
4C3B6D7F5B,4/28/2017,13:25,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,2,23.0,23.3,SOUND,BASKING,SHRUB STEPPE,ON ROCKS,GULLY NORTH 6 FAREWAY,322490,5435067,,1,69,378,125,253,FEMALE,ADULT,OVA DETECTED,>100,>100,W,W,NO,10:56,MAY 5 2017,SAME AS CAPTURE,8,3 OVA DETECTED GINNY
989001006112808,4/28/2017,14:36,"DME, JRM",NO,RATTLE,SUNNY CLOUDY,4,19.3,18.6,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,63,87.3,466,100,366,MALE,ADULT,NA,>100,>100,S,S,NO,14:48,APRIL 28 2017,SAME AS CAPTURE,0,
989001006112834,4/28/2017,14:36,"DME, JRM",NO,RATTLE,SUNNY CLOUDY,4,19.3,18.6,SIGHT ,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,63,66.5,295,95,200,MALE,ADULT,NA,>100,>100,S,S,NO ,15:02,APRIL 28 2017,SAME AS CAPTURE,0,
4C1B316B1A,4/28/2017,14:36,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,4,19.3,18.6,SIGHT ,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,63,74.2,391,100,291,MALE,ADULT,NA,>100,>100,S,S,NO,15:11,APRIL 28 2017,SAME AS CAPTURE,0,
47241F5A64,4/28/2017,14:36,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,4,19.3,18.6,SIGHT ,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,53,66.2,280,120,160,FEMALE,ADULT,NON-GRAVID,>100,>100,S,S,NO,15:19,APRIL 28 2017,SAME AS CAPTURE,0,
4C3B604947,4/28/2017,14:36,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,4,19.3,18.6,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,53,61.5,287,120,167,MALE ,ADULT,NA,>100,>100,S,S,NO,15:29,APRIL 28 2017,SAME AS CAPTURE,0,
989001006112876,4/28/2017,14:36,"DME, JRM",NO,RATTLE,SUNNY CLOUDY,4,19.3,18.6,SIGHT ,BASKING,TALUS,ON ROCK,DEN 6,322933,5435288,DEN 6,53,44.6,180,120,60,MALE,JUVENILE,NA,>100,>100,S,S,NO ,15:36,APRIL 28 2017,SAME AS CAPTURE,0,
989001005040892,4/28/2017,14:36,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,4,19.3,18.6,SIGHT ,BASKING,TALUS,ON ROCKS,DEN 6,322933,5435288,DEN 6,53,62.2,285,120,165,MALE,ADULT,NA,>100,>100,S,S,NO,15:45,APRIL 28 2017,SAME AS CAPTURE,0,
989001004384252,4/28/2017,16:00,"DME, JRM",YES,RATTLE,SUNNY CLOUDY,2,22.9,25.5,SIGHT,BASKING,TALUS,IN CRACK OF ROCK,20M NW OF DEN 6,322924,5435295,DEN 6,53,69.5,358,124,234,MALE,ADULT,NA,>100,>100,S,S,NO,11:22,MAY 3 2017,SAME AS CAP,5,REMOVED TRANS
4C132E7C27,4/29/2017,12:00,"DME, JRM",YES,RATTLE,CLOUDY,9,16.3,17.1,SIGHT,COILED,TALUS,UNER ROCK OVERHANG,DEN 27,320852,5437481,DEN 27,60,76,362,106,256,FEMALE,ADULT,NON-GRAVID,>100,>100,W,W,NO,12:50,APRIL 29 2017,SAME AS CAP,0,SWAB 62
989001006112853,5/2/2017,14:00,"DME, AS",NO,RATTLE,SUNNY,1,22.5,23.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,54,39.3,155,95,60,FEMALE,JUVENILE,NON-GRAVID,>100,>100,W,W,NO,15:52,MAY 2 2017,SAME AS CAP,0,SWAB 63
4C3B660C6C,5/2/2017,14:00,"DME, AS",YES,RATTLE,SUNNY,1,22.5,23.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,,75.5,395,95,300,MALE,ADULT,NA,>100,>100,W,W,NO,15:05,MAY 2 2017,SAME AS CAP,0,SWAB 64
989001004384331,5/2/2017,14:00,"DME, AS",YES,RATTLE,SUNNY,1,22.5,23.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,PS I LOVE YOU,68,310,100,210,MALE,ADULT,NA,>100,>100,W,W,NO,15:23,MAY 2 2017,SAME AS CAP,0,SWAB 65
989001006650721,5/2/2017,14:00,"DME, AS ",NO,RATTLE,SUNNY,1,22.5,23.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,PS I LOVE YOU,55.5,210,100,110,FEMALE,SUB-ADULT,NA,>100,>100,W,W,NO,,MAY 2 2017,SAME AS CAP,0,SWAB 66
989001006650755,5/2/2017,14:00,"DME, AS",NO,RATTLE,SUNNY,1,22.5,23.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,PS I LOVE YOU,56.4,300,100,200,FEMALE,ADULT,NON-GRAVID,>100,>100,W,W,NO,16:04,MAY 2 2017,SAME AS CAP,0,SWAB 67
989001006112831,5/2/2017,14:00,"DME, AS ",NO,RATTLE,SUNNY,1,22.5,23.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,54,79.8,469,95,374,MALE,ADULT,NA,>100,>100,W,W,NO,16:21,MAY 2 2017,SAME AS CAP,0,SWAB 68
989001006112893,5/2/2017,14:00,"DME, AS",NO,RATTLE,SUNNY,1,22.5,23.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,54,57.8,205,95,110,FEMALE,ADULT,NON-GRAVID,>100,>100,W,W,NO,16:36,MAY 2 2017,SAME AS CAP,0,SWAB 69
989001006112891,5/2/2017,14:00,"DME, AS ",NO,RATTLE,SUNNY,1,22.5,23.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,PS I LOVE YOU,52.2,195,100,95,MALE,JUVENILE,NA,>100,>100,W,W,NO,16:53,MAY 2 2017,SAME AS CAP,0,SWAB 70
989001006112903,5/2/2017,14:00,"DME, AS",NO,RATTLE,SUNNY,1,22.5,23.7,SIGHT,BASKING,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,54,39.3,135,95,40,FEMALE,JUVENILE,NON-GRAVID,>100,>100,W,W,NO,17:05,MAY 2 2017,SAME AS CAP,0,
989001005710861,5/2/2017,17:35,"DME, AS",YES,RATTLE,CLOUDY,9,18.6,20.3,SIGHT,COILED,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,PS I LOVE YOU,75.7,364,100,264,MALE,ADULT,NA,>100,>100,W,W,NO,18:06,MAY 2 2017,SAME AS CAP,0,SWAB 71
989001006650744,5/2/2017,17:35,"DME, AS ",NO,RATTLE,CLOUDY,9,18.6,20.3,SIGHT,COILED ,TALUS,ON ROCKS,DEN 27,320852,5437481,DEN 27,PS I LOVE YOU,40.4,150,100,50,FEMALE,JUVENILE,NON-GRAVID,>100,>100,W,W,NO,18:25,MAY 2 2017,SAME AS CAP,0,SWAB 72
4C132C785A,5/2/2017,19:11,"DME, AS",YES,RATTLE,CLOUDY,9,17.5,19.2,SIGHT,MOVING,SHRUB STEPPE,OPEN SAND,ON ATV RD N OF VILLAGE,321861,5435720,,60,63.7,255,105,150,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO,19:19,MAY 2 2017,SAME AS CAP,0,BROKEN RATTLE 
989001006112875,5/3/2017,11:40,"DME, AS",YES,RATTLE,CLOUDY,9,21.5,25.4,SIGHT,COILED,TALUS,UNDER ROCK OVERHANG,DEN 8,322048,5435750,DEN 8,PS I LOVE YOU,37.3,133,100,33,MALE,JUVENILE,NA,>100,>100,SW,SW,NO,12:04,MAY 3 2017,SAME AS CAP,O,BROWN PAINT 
4C16372B3A,5/5/2017,11:50,"DME,AS",YES,RATTLE,CLOUDY,9,20.4,22.1,SIGHT,MOVING,SHRUB STEPPE,UNDER SAGEBRUSH,DOWNSLOPE OF DEN 8,322049,5435668,,63,60,242,100,142,FEMALE,ADULT,NON-GRAVID,>100,>100,S,S,NO,12:00,MAY 5 2017,SAME AS CAP,0,
