Categories,PIT Tag #,Date,Time,Researcher,Spp,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type
Unfiled,4845385153,07/25/2007,08:18 AM,"OMM, LG",Rattlesnake,,Sound,No,Boundary gulley between sites-W end,3D diff,260,2.2,286,321164,5435636,CO88250707,"Shrub-steppe, Sagebrush","Sunny, Cool",0,23.8,24.8,,Emb flowers,55.3,3.4,266,128,138,Female,Adult,No,"Daisy cream, Fiesta yellow, Lt blue",,"Blood tried, only RBC",07/26/2007,09:56 AM,"OMM, LG",1,At capture location,On the move,2007-88,Capt
Unfiled,484E566A2C,07/25/2007,10:03 AM,"OMM, LG",Rattlesnake,,Sight,No,N. Desert-mid deep gully,3D diff,20,5.4,363,320700,5436917,CO89250707,"Shrub-steppe, Poison Ivy","Sunny, Hot, Windy",0,29.8,32.9,,Pink Rose,67.3,6.2,340,106,234,Male,Adult,NA,"Daisy cream, Fiesta yellow, Royal blue",3414-3415,"Blood tried, Only RBC",07/26/2007,10:48 AM,"OMM, LG",1,At capture location,Looped,2007-89,Capt
Unfiled,485F116844,07/26/2007,10:27 AM,"OMM, LG",Rattlesnake,,Sight,No,N. Desert-Rabbitbrush flats,3D diff,20,4.5,347,320888,5436423,CO90260707,"Grassland, Rabbit brush","Sunny, Hot",0,31.3,30.8,,Blue flowers,70.4,6,359,111,248,Male,Adult,NA,"Daisy cream, Fiesta yellow, Blue bell",3443-3444,RBC only,08/02/2007,08:18 AM,"OMM, LG",7,At capture location,On the move,2007-90,Capt
Unfiled,485E59356E,07/26/2007,12:33 PM,"OMM, LG",Rattlesnake,,Sight,No,Lrg Pithouse - inside,3D diff,125,2.1,329,321982,5435372,CO91260707,Building,"Sunny, Hot",0,31.3,29.9,No blood ,"Pink, grey zig zag",63,3.9,306,103,203,Female,Adult,No,"Daisy cream, Fiesta yellow, Deep aqua",3436-3437,,07/31/2007,04:00 PM,LG,5,R creek Pine Stand,Coiled,2007-91,Capt
Unfiled,452F7D6B3B,07/31/2007,11:00 AM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,70,4.8,281,321406,5435133,CO92310707,CG,"Sunny, Hot",0,,,,Solid Green,74.7,6,345,106,239,Male,Adult,NA,"Fuchsia, Blue bell, Citrus green",3456-3458,RBC taken,,,,,,On the move,2007-92,Capt
Unfiled,4849625716,08/02/2007,07:53 AM,"OMM, LG",Rattlesnake,,Sight,No,Boundary gulley between sites-W end,3D diff,90,5.6,286,321155,5435618,029-CO93020807,"Shrub-steppe, Sagebrush","Sunny, Warm",0,15,14,,Ink spot,40.3,3.4,185,112,73,Male,Sub Adult,NA,"Daisy cream, Fiesta yellow, Pt purple",3459-3460,Painted only 2 colours,08/07/2007,11:36 AM,"LG, BM, TG",5,,On the move,2007-93,Capt
Unfiled,44617D154F,08/02/2007,11:14 AM,"OMM, LG",Rattlesnake,,Sight,No,Lrg Pithouse - inside,3D diff,125,2.1,329,321982,5435372,CO91260707,Inside building,"Sunny, Warm",0,27.3,25.3,,Blue pink stripey,73.5,5.9,336,76,260,Male,Adult,NA,"Fuchsia, Red, Blue bell",3468-3467,,08/07/2007,10:00 AM,LG,5,R creek Pine Stand,On the move,2007-94,07recap
Unfiled,48456A085B,08/02/2007,03:48 PM,OMM,Rattlesnake,,Sight,No,Lrg Pithouse - inside,3D diff,125,2.1,329,321982,5435372,C092020807,Inside building,"Sunny, Hot",0,30.1,27.5,,Yellow Flowers,63.9,4.9,303,123,180,Male,Adult,NA,"Daisy cream, Fiesta yellow, Red",,,08/10/2007,10:33 AM,LG,8,R creek Pine Stand,On the move,2007-95,Capt
Unfiled,484F5A4907,08/08/2007,09:31 AM,"LG, TG, BM",Rattlesnake,,Sound,No,E of Lennys trailer,3D diff,46,4.9,322,321561,5435201,C093080807,"Shrub-steppe, Long grass","Warm, Sunny",25,23.8,22.8,Blood was taken,Multi colored flower bag.,57.7,3,253,103,150,Female,Adult,No,"Daisy cream, Fiesta yellow, Tango blue",,Got blood for DNA,,,,,,Coiled,2007-96,Capt
Unfiled,48493C2600,08/09/2007,04:03 PM,"BE, MY,TG, BM",Rattlesnake,,Sound,No,"Village, sweat  house",3D diff,160,5.9,331,321974,5435355,C094090807,Village,"Hot, Sunny",0,,,,Plaid,64.9,4.6,257,77,180,Male,Adult,NA,"Daisy cream, Fiesta yellow, Car pink",,,08/13/2007,10:40 AM,LG,4,R creek Pine Stand,Coiled,2007-97,Capt
Unfiled,452F430B06,08/10/2007,08:51 AM,"LG, BM",Rattlesnake,,Sound,Yes,SW High desert,3D diff,2,3.1,315,321683,5434892,C095100807,"Shrub-steppe, Long grass","Sunny, Cool",25,21.7,21.5,,Retro stripes,66.8,5.4,,120,-120,Male,Adult,NA,"Fuchsia, Red",,,08/13/2007,10:09 AM,LG,3,At capture location,"Coiled, Basking",2007-98,Capt
Unfiled,48622B602E,08/13/2007,09:59 AM,"LG, TG, BM",Rattlesnake,,Sound,No,SWHigh desert,3D diff,48,4.05,314,321750,5434890,C096130807,"Shrub-steppe, Antelope brush","Warm, Sunny",0,28.4,31.2,,Pink flwers,59.3,4.5,261,124,137,Male,Adult,NA,"Daisy cream, Fiesta yellow, Fuchsia",,,08/17/2007,10:07 AM,LG,4,At capture location,"Coiled, Under antelope brush",2007-99,Capt
Unfiled,4556780767,08/13/2007,11:09 AM,"LG, TG, BM",Rattlesnake,,Sight,Yes,Lonepine bridge,3D diff,84,2.4,332,322142,5435023,C097130807,"Lone pine bridge, Rock pile","Warm, Sunny",0,27.1,25.4,,Blue,63.3,3.5,230,99,131,Female,Adult,No,"Fiesta yellow, Car pink, Pt purple",,,08/14/2007,02:52 PM,LG,1,R creek Pine Stand,"Coiled, Basking",2007-100,07recap
Unfiled,47240D455A,08/17/2007,10:16 AM,"TG, BM, LG",Rattlesnake,,Sound,Yes,S riparian,3D diff,1,4.5,322,321822,5434798,Co98170807,Riparian,"Warm, Sunny",0,,,,Lt. Blue,60.8,3.6,288,109,179,Female,Adult,No,"Citrus green, Deep aqua, Lt blue",,,,,,,,On the move,2007-101,Capt
Unfiled,484E2B196A,08/17/2007,04:46 PM,"LG, TG, BM",Rattlesnake,,Sight,No,Village,3D diff,2,5.2,336,321976,5435354,Co99170807,Building sweatloge,"Hot, Sunny",25,,,,Blue flowers,59.8,3.6,279,111,168,Female,Adult,Yes,"Daisy cream, Fiesta yellow, Citrus green",4056-4055,Blood taken,08/22/2007,04:46 PM,LG,5,R creek Pine Stand,Coiled,2007-102,Capt
Unfiled,4843487F09,08/27/2007,10:09 AM,"OMM, LG",Rattlesnake,,Sight,Yes,Snake fence-opp. office,3D diff,25,4.4,301,321749,5434680,CO10327807,"Shrub-steppe, Rabbit brush","Sunny, Windy, Warm",50,24.9,24,,Brown stripy,58.1,3.3,267,119,148,Female,Adult,No,"Daisy cream, Red, Royal blue",4063-4065,"Found next to A-2
Blood taken",08/28/2007,03:23 PM,LG,1,R creek Pine Stand,On the move,2007-103,07recap
Unfiled,47253B3B42,08/28/2007,12:00 PM,Victor,Rattlesnake,,Sight,,Golf Course - 6 fairway,3D diff,131,5,382,322634,5435030,CO10428807,GC,"Sunny, Warm",50,35,31.9,,Lion king,73.9,5.8,463,107,356,Male,Adult,NA,"Citrus green, Daisy cream, Red",,"Blood drawn
Ready to shed.",08/29/2007,02:15 PM,LG,1,Village riperean,On the move,2007-104,Capt
Unfiled,485E6E0600,08/28/2007,03:32 PM,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,135,4.4,289,321491,5434431,CO10528807,CG,"Sunny, Warm",50,35,31.9,,Blurred rose,39.5,3.4,148,75,73,Male,Juvenile,NA,"Daisy cream, Citrus green, Fuchsia",,,08/29/2007,02:15 PM,LG,1,Village riperean,On the move,2007-105,Capt
Unfiled,Neonate,09/03/2007,04:48 PM,"OMM, Spirit ridge staff",Rattlesnake,,Sight,No,Spirit Ridge,3D diff,30,3.4,327,322188,5434614,CO1063907,"Building, Rock pile",Overcast,100,26.2,26.2,,Yellow brown pin stripe,36.1,2.8,177,120,57,Male,Neonate,NA,Daisy cream,4095-4096,,09/05/2007,11:30 AM,OMM,2,R creek Pine Stand,On the move,2007-106,Capt
Unfiled,484E094C24,09/08/2007,11:29 AM,OMM,Rattlesnake,,Sight,No,On top sweatlodge,3D diff,20,3.5,325,321971,5435363,CO10708907,On top sweatlodge,"Sunny, Warm, Windy",10,23.7,21.4,Cold morning - very strong wind today and yesterday,Blue funky flowers,67.4,5.4,304,110,194,Male,Adult,NA,"Daisy cream, Citrus green, Car pink",,No blood at all,09/12/2007,04:38 PM,OMM,4,R creek Pine Stand,Coiled,2007-107,Capt
Unfiled,44617D154F,09/12/2007,11:44 AM,OMM,Rattlesnake,,Sight,Yes,Village,3D diff,20,3.5,323,321971,5435363,CO10708907,Path,"Sunny, Warm, Windy",10,25.4,26.1,,Thin pencil drawn flowers,74.4,5.7,349,91,258,Male,Adult,NA,"Fuchsia, Red, Blue bell",,"Blood tried, nothing",09/12/2007,04:37 PM,OMM,,R creek Pine Stand,On the move,2007-108,Capt
Unfiled,433E525C64,09/18/2007,10:50 AM,"OMM, CIK",Rattlesnake,,Sight,No,Snake fence - CB B-4,3D diff,20,4.2,303,321698,5434717,CO10918807,"Shrub-steppe, Rabbit brush","Overcast, Cool",75,22.5,19.5,,Ink spots,72.9,5.8,326,115,211,Male,Adult,NA,"Tango blue, Fiesta yellow",,Maximus,09/25/2007,10:50 AM,OMM,7,"R creek Pine Stand
Fed to get better weight for hibernation",Under coverboard,2007-109,07recap
Unfiled,4845640B70,09/18/2007,11:29 AM,"OMM, CIK",Rattlesnake,,Sight,No,Snake fence - CB B-11,3D diff,50,3.3,300,324540,5434900,CO11018807,"Shrub-steppe, Sagebrush","Overcast, Cool",75,20.2,19.5,,Indian maze,59.6,3.8,272,102,170,Female,Adult,No,"Daisy cream, Citrus green, Fiesta yellow",,Blood drawn,,,,,,Under coverboard,2007-110,Capt
Unfiled,464E792E50,09/18/2007,12:02 PM,"OMM, CIK",Rattlesnake,,Sight,,High desert,3D diff,10,2.6,335,321861,5435217,CO11118807,"Shrub-steppe, Antelope brush","Overcast, Cool",75,23.9,24.2,,Yellow flowers,72.7,5.9,385,123,262,Male,Adult,NA,Tango blue,,,09/18/2007,04:59 PM,OMM,,At capture location,On the move,2007-111,Capt
Unfiled,45306D4A14,09/24/2007,03:04 PM,"OMM, CIK",Rattlesnake,,Sight,,Snake fence - CB B-11,3D diff,10,2.3,303,321543,5434900,CO112240907,Shrub-steppe burnt,"Sunny, Cool",10,27.1,27.3,,Yellow roses,70.9,5.8,343,105,238,Male,Adult,NA,"Fuchsia, Blue bell, Pt purple",,Blood taken,09/26/2007,04:39 PM,OMM,2,R creek Pine Stand,Under coverboard,2007-112,Capt
Unfiled,485F024713,09/24/2007,03:25 PM,"OMM, CIK",Rattlesnake,,Sight,Yes,Snake fence N. end,3D diff,30,2.7,306,321359,5435374,CO113240907,"Shrub-steppe, Antelope brush","Sunny, Cool",10,32.2,27.3,,Plaid,59.3,3.9,268,126,142,Female,Adult,No,"Daisy cream, Pt purple, Citrus green",,On west side of snakefence,09/25/2007,02:50 PM,OMM,1,,On the move,2007-113,07recap
Unfiled,4306685949,09/27/2007,02:14 PM,"OMM, CIK",Rattlesnake,,Sight,,Lower trail near Cottonwood,3D diff,35,2.5,332,322081,5435147,CO114270907,"Shrub-steppe, Rabbit brush","Overcast, Windy",100,25.2,24.6,,Solid Blue,59.6,3.6,312,99,213,Female,Adult,No,"Daisy cream, Citrus green, Tango blue",,,,,,,,On the move,2007-114,Capt
