PIT Tag #,Date,Time,Researcher,Spp,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type,Distance to buildings,Distance to road,Direction to building,Direction to road
4A1D685F4A,21/06/2010,02:49:00 PM,JH,Rattlesnake,,Sight,,Near employee entrance,3D diff,62,3.1,328,322126,5434876,CO065,,,,,,,29,,3.1,172,77,95,Female,Sub Adult,No,"Orange, Pt purple, Blue bell",YES,,23/06/2010,03:52:00 PM,"EVL, ARB",2,Village riparian,,2010-065,Capt,,,,
452F591833,21/06/2010,02:48:00 PM,BE,Rattlesnake,,,,Campground entrance,,,,,32,543,CO0,,,,,,,Troll,,6,396,86,310,Male,Adult,NA,"Fuchsia, Royal blue, Lt blue",YES,,23/06/2010,03:52:00 PM,"EVL, ARB",2,Village riparian,,2010-066,,,,,
4A4D787857,22/06/2010,04:07:00 PM,OMM,Rattlesnake,,Sight,,Edge of town June 11th,3D diff,,,,321353,5434106,CO0,,,,,,,17,,3.8,221,104,117,Female,Adult,No,"Not from study area, not painted",YES,,23/06/2010,03:53:00 PM,"EVL, ARB",1,Village riparian,,2010-067,Capt,,,,
484B7D7C77,22/06/2010,02:52:00 PM,CG staff,Rattlesnake,,,,Campground,,,,,32,543,CO0,,,,,,,5,,4.2,215,92,123,Female,Adult,No,"Daisy cream, Red, Lt blue, repainted",YES,,23/06/2010,03:41:00 PM,"EVL, ARB",1,Village riparian,,2010-068,Capt,,,,
43044C1500,22/06/2010,02:51:00 PM,CG staff,Rattlesnake,,,,Campground,,,,,32,543,CO0,,,,,,,23,,,236,104,132,Female,Adult,No,"Red, Fiesta yellow, Royal blue",NO,,23/06/2010,03:53:00 PM,"EVL, ARB",1,Village riparian,,2010-069,Capt,,,,
Not captured,22/06/2010,11:15:00 AM,"ARB, EVL",Rattlesnake,,Sight,No,above Den06,3D diff,11,3.4,564,322940,5435308,CO070,"Rock slide, rock and grass","Warm, Thin Cirrus overcast",07/09/11,25.8,25.8,,,,,,,,,,,,,No tail colours,,,,,Sighted only,"Stretched out, On the move to under rocks, came out again while we were collecting data",2010-070,Sight,,,,
Not captured,22/06/2010,11:14:00 AM,"ARB, EVL",Rattlesnake,,Sight,No,Above den 6,3D diff,10,3.1,562,322941,5435310,CO071,"Rock slide, rock and grass","Warm, Thin Cirrus overcast",07/09/11,25.8,25.8,,,,,,,,,,,,,No tail colours,,,,,Sighted only,"Stretched out, On the move to under rocks, came out again while we were collecting data",2010-071,Sight,50,50,W,W
486236384C,22/06/2010,11:07:00 AM,"ARB, EVL",Rattlesnake,,Sight,No,Above den 6 (at Montana's 2nd release location),3D diff,10,3.3,563,322941,5435309,CO072,"Rock slide, rock and grass","Warm, Thin Cirrus overcast",08/09/11,25.8,25.8,,,,,,,,Female,Adult,,"Gold, Red, Fiesta yellow",,"Had tail colours

pit # taken from master data using colours",,,,,Sighted only,"On the move back uhder rock, Stretched out",2010-072,Sight,50,50,W,W
Sighting,23/06/2010,12:21:00 PM,E Vincer,Rattlesnake,,Sight,,In gulley se of dev site,3D diff,,5,419,322931,5434566,CO0,"Shrub-steppe, Sagebrush",,,22,,,,,,,,,,,,,,,,,,,Sighting only,moved to Under rock,2010-073,Sight,,,,
Neonate,26/06/2010,03:36:00 PM,BE,Rattlesnake,,Sight,No,Campground office door,3D diff,116,4.6,297,321646,5434608,CO074,,,,,,,30,,2.1,143,133,10,,Neonate,No,Orange,YES,,28/06/2010,12:00:00 PM,"EVL, EV",2,"behind  cg office, 50m from snakefence ",,2010-074,Capt,,,,
484E094C24,29/06/2010,03:48:00 PM,"ARB, EVL",Rattlesnake,,Sight,,At fence near pithouse,3D diff,1,2.1,331,321959,5435361,CO075,"Shrub-steppe, Long grass","Sunny, Warm, breeze, Thin Cirrus overcast",03/09/11,31.4,30.9,15m from village,22,,5.1,309,104,205,Male,Adult,NA,"Daisy cream, Citrus green, Car pink",YES,"Repainted tail, coloured segments had broken off",30/06/2010,06:13:00 PM,"EVL, ARB",1,At capture location,Coiled,2010-075,,50,50,S,S
452F654A20,24/06/2010,06:34:00 PM,CG staff,Rattlesnake,,Sight,No,Campground,,,,,32,543,CO076,,,,,,,16,,,298,96,202,Female,Adult,No,"Fuchsia, Royal blue, Blue bell",YES,"No rattle colours when caught, repainted tail",28/06/2010,12:00:00 PM,"EVL,EV",4,"Other side of snake fence, behind cg office",,2010-076,Capt,,,,
497F656E6F,24/06/2010,09:45:00 PM,"ARB, EVL",Rattlesnake,,Sight,Yes,Above substation,3D diff,51,5,392,322772,5434718,CO077,"Shrub-steppe, Sagebrush","Cool, Windy, Dusk",03/09/11,22.9,23.1,"on inside of fence, next to it coiled up when i got close probly on the move",2,,,217,92,125,Female,Sub Adult,No,"Orange, Red, Citrus green",NO,,28/06/2010,08:58:00 PM,"EVL, ARB",4,At capture location,"Coiled, Under sage brush",2010-077,2010recap,50,50,W,
4A4F6C7232,24/06/2010,09:27:00 PM,"ARB, EVL",Rattlesnake,,Sight,No,Wrong side of fence,,14,5,366,322601,5434742,CO078,Shrub-steppe along fence,"Cool, Windy, Dusk",02/09/11,22.9,23.1,,5,,4.1,246,132,114,Female,Adult,No,"Orange, Pt purple, Citrus green",YES,Unconfirmed no,28/06/2010,08:16:00 PM,"EVL, ARB",4,"At capture location, outside fenced area",On the move,2010-078,Capt,50,50,W,W
4A4D791D00,24/06/2010,09:21:00 PM,"ARB, EVL",Rattlesnake,,Sight,No,W of. new drift fence,3D diff,50,4,359,322603,5434716,CO079,"Shrub-steppe, Sagebrush","breeze, Cool, Dusk",02/09/11,21.5,,,21,,3.4,176,102,74,Female,Adult,,"Orange, Fiesta yellow, Royal blue",YES,,28/06/2010,08:14:00 PM,"EVL, ARB",4,At capture location,"On the move, Under sage brush",2010-079,Capt,50,50,W,W
445E1B2963,24/06/2010,01:09:00 PM,JH,Rattlesnake,,Sight,,Crossing road to parking lot,,,,,32,543,CO080,"Desert center, road",,,,,,25,,5.4,302,92,210,Male,Adult,NA,"Fuchsia, Red, Lt blue",YES,,28/06/2010,12:00:00 PM,"EVL, EV",4,"behind  cg office, 50m from snakefence ",Crossing road,2010-080,Capt,,,,
Juvenile,24/06/2010,10:03:00 AM,"ARB, EVL", Neonate,,Sound,No,Dev site along N side of drift fence,3D diff,74,4.3,386,322727,5434885,CO081,"Shrub-steppe, Long grass","Warm, Thin Cirrus overcast",07/09/11,28,24.6,,14,,1.6,112,96,16,,Juvenile,No," Pt purple, Orange",YES,"button plus black segment

too small to sex",28/06/2010,08:30:00 PM,"EVL, ARB",4,At capture location,On the move,2010-081,Capt,50,50,S,S
4A4F197961,24/06/2010,09:44:00 AM,"ARB, EVL",Rattlesnake,,Sound,No,Next to drift fence on ne side,3D diff,83,3.2,371,322604,5434790,CO082,"Shrub-steppe, sand, drift fence","Warm, Clouds and  Thin Cirrus overcast",06/09/11,19.7,22.7,,31,,3,243,104,139,Female,Adult,No,"Orange, Pt purple, Lt blue",YES,Uncertain about not gravid,28/06/2010,08:22:00 PM,"EVL, ARB",4,At capture location,On the move,2010-082,Capt,50,50,S,S
Neonate,03/07/10,06:39:00 PM,"CG staff, JH",Rattlesnake,,,,Campground front door,3D diff,7,4.7,288,321646,5434614,CO083,,,,,,,6,,2,112,96,16,,Neonate,,Orange,YES,,03/07/10,04:40:00 PM,,,,,2010-083,,,,,
4A4E007742 Nevada,25/06/2010,05:04:00 PM,LZ,Rattlesnake,,Sight,No,Dev. Site,3D diff,,2.3,388,322747,5434731,CO084,"Shrub-steppe, Sagebrush",,,22,,,36 see comment,,3.9,309,76,233,Female,Adult,No,Tango blue,YES,"Defecated twice while in lab. weight now: 209g June 29

Attempted to feed a mouse after surgery, but wouldn't eat",03/07/10,05:23:00 PM,EVL,8,At capture location,,2010-084,Capt,50,50,W,W
4A4D791D00,25/06/2010,11:00:00 AM,"ARB, EVL",Rattlesnake,,Sight,No,200m north of gc,3D diff,146,5,356,322366,5435090,CO085,"Shrub-steppe, Sagebrush","Warm, Sunny, breeze",04/09/11,24.5,26.2,,32,,4.2,206,86,120,Male,Adult,NA,"Orange, Fiesta yellow, Lt blue",YES,,28/06/2010,12:20:00 PM,"ARB, JH",3,At capture location,On the move,2010-085,Capt,50,50,W,W
4A2534012C,26/06/2010,06:30:00 PM,"Randi Baptiste, BE",Rattlesnake,,Sight,No,Spirit Ridge on a balcony,,,,,32,543,CO086,,,,,,,5,,3.7,225,93,132,Female,Adult,No,"Orange, Fiesta yellow,  aqua green",YES,Unconfirmed not gravid,28/06/2010,12:00:00 PM,"EVL, EV",2,"behind  cg office, 50m from snakefence ",,2010-086,Capt,,,,
Neonate,25/06/2010,06:30:00 PM,"CG staff, BE",Rattlesnake,,Sight,Yes,Campground,,,,,32,543,,,,,,,,23,,1.7,116,104,12,,Neonate,No,Orange,NO,Shedding skin,28/06/2010,12:00:00 PM,"EVL, EV",3,"behind  cg office, 50m from snakefence ",,2010-087,2010recap,,,,
4A4E102F6F (Sight),28/06/2010,08:26:00 PM,"ARB, EVL",Rattlesnake,,Sight,Yes,Between 7th fairway and drift fence,3D diff,17,3.5,369,322618,5434826,CO088,"Shrub-steppe, Long grass","Dusk, Cloudy",08/09/11,26.4,26.9,,,,,,,,Male,Sub Adult,NA,"Orange, Red, Tango blue",NO,,,,,,Sighted only,Coiled,2010-088,Sight,50,50,S,S
Neonate,28/06/2010,10:44:00 AM,CG staff,Rattlesnake,,Sight,Yes,"Cg bin, site 98",3D diff,2,4.7,286,321432,5434656,CO089,,,,,,,24,,2,105,93,12,,Neonate,No,Orange button,YES,,28/06/2010,12:00:00 PM," EVL, EV",,"behind  cg office, nr snakefence ",,2010-089,2010recap,,,,
4A4E765427,25/06/2010,10:38:00 AM,CG staff,Rattlesnake,,Sight,Yes,Back door camp office,3D diff,8,4.4,291,321647,5434626,Co090,,,,,,,22,,3.1,148,104,44,,Juvenile,No,"Orange, Pt purple, Tango blue",NO,"Small, did not probe for sex",28/06/2010,12:00:00 PM,"EVL, EV",3,"behind  cg office, 50m from snakefence ",,2010-090,2010recap,,,,
4A1D2F513C,24/06/2010,10:12:00 AM,BE,Rattlesnake,,Sight,No,"At riding stablesk near creek, to right of sleeping shacks",,,,,32,543,,,,,,,,34,,5.7,347,116,231,Male,Adult,NA,"Orange, Fiesta yellow, Pt purple",YES,,28/06/2010,12:00:00 PM,"EVL, EV",4,"behind  cg office, 50m from snakefence ",,2010-091,Capt,,,,
4A4E430059,24/06/2010,09:52:00 AM,CG staff,Rattlesnake,,,No,Campground under fence,,,,,32,543,,,,,,,,19,,3.2,146,105,41,Male,Juvenile,NA,"Orange, Fiesta yellow, Blue bell",YES,,28/06/2010,12:00:00 PM,"EVL, EV",4,"behind  cg office, 50m from snakefence ",,2010-092,Capt,,,,
472378767D,27/06/2010,09:47:00 AM,CG staff,Rattlesnake,,Sight,Yes,Campground,,,,,32,543,CO093,,,,,,,27,,,301,121,180,Female,Adult,,"Pine Green, Fiesta yellow, Royal blue",NO,,28/06/2010,12:00:00 PM,"EVL, EV",1,Behind snake fence,,2010-093,2010recap,,,,
Neonate,29/06/2010,08:40:00 PM,"ARB, EVL",Rattlesnake,,Sight,No,Up hill east of dev,3D diff,101,2.2,416,322799,5434940,CO094,"Shrub-steppe, Long grass, bare ground","Cool to warm, breeze, sun setting",04/09/11,21.8,21.1,,4,,2,113,100,13,,Neonate,No,Orange,YES,,02/07/10,08:23:00 PM,"EVL, ARB",3,At capture location,On the move,2010-094,Capt,50,50,S,S
4A4E102F6F (Sight),29/06/2010,08:19:00 PM,"ARB, EVL",Rattlesnake,,Sight,Yes,North of drift fence near dev site,3D diff,44,4.8,370,322628,5434834,CO095,"Shrub-steppe, long grass","warm, Cool breeze, sun starting to set",04/09/11,22.6,22.3,,,,,,,,Male,Sub Adult,NA,"Orange, Red, Tango blue",NO,,,,,,Not captured,On the move in open on front of rabbit and sage brush,2010-095,Sight,50,50,S,S
4A4D791D00 (Sight),29/06/2010,08:08:00 PM,"ARB, EVL","Rattlesnake, Rattlesnake",,Sight,Yes,"East side of drift fence, dev site",3D diff,5,3.1,368,322606,5434794,CO096,"Shrub-steppe, Long grass and sage","Warm, Sunny, breeze",05/09/11,22.8,23.9,,,,,,,,Male,Adult,NA,"Orange, Fiesta yellow, royal blue",NO,,,,,,Not captured,On the move through grass along fence,2010-096,Sight,50,50,S,S
Neonate,29/06/2010,07:18:00 PM,JH,Rattlesnake,,,No,Campground,,,,,32,543,CO097,,,,,,,24,,2.1,104,92,12,,Neonate,No,Orange,YES,Vent noticed to be bleeding a bit when processed,30/06/2010,06:15:00 PM,"EVL, ARB",1,Village riparian,,2010-097,Capt,,,,
4462123422,29/06/2010,08:15:00 AM,JH,Rattlesnake,,Sight,Yes,Campground site 16,3D diff,1,3.5,285,321504,5434681,CO098,,,,,,,13,,3.2,229,108,121,Female,Adult,No,"Fuchsia, Red, Pt purple, repainted, 5clear rattles",YES,,30/06/2010,06:14:00 PM,"EVL, ARB",1,Village riparian,,2010-098,Capt,,,,
Neonate,29/06/2010,05:45:00 PM,"ARB, EVL",Rattlesnake,,,No,Campground bin,3D diff,,,,32,543,CO099,,,,,,,23,,1,115,104,11,,Neonate,,Orange,YES,,30/06/2010,06:15:00 PM,"EVL, ARB",1,Village riparian,,2010-099,,,,,
4532422759,01/07/10,04:00:00 PM,BE,Rattlesnake,,,Yes,in front of pithouse,3D diff,2,2.7,328,321981,5435370,CO100,,,,,,,17,,6.1,384,102,282,Male,Adult,NA,"Fuchsia, Daisy cream, Pt purple",YES,,03/07/10,04:37:00 PM,"EVL, ARB",2,near capture location,,2010-100,Capt,,,,
Neonate,01/07/10,05:11:00 PM,"JH, CG staff",Rattlesnake,,Sight,Yes,CG,,,,,32,543,CO101,,,,,,,6,,2.1,109,97,12,,Neonate,No,Orange,YES,,03/07/10,04:40:00 PM,"EVL, ARB",2,Village riparian,,2010-101,2010recap,,,,
Neonate,01/07/10,05:03:00 PM,"JH, CG staff",Rattlesnake,,,No,CG,,,,,32,543,CO102,,,,,,,30,,1.6,150,137,13,,Neonate,No,Orange,YES,,03/07/10,04:40:00 PM,"EVL, ARB",2,Village riparian,,2010-102,Capt,,,,
Neonate,01/07/10,04:51:00 PM,"JH, CG staff",Rattlesnake,,,No,CG,,,,,32,543,,,,,,,,27,,2.1,125,114,11,,Neonate,No,Orange,YES,,03/07/10,04:40:00 PM,"EVL, ARB",2,Village riparian,,2010-103,Capt,,,,
4A4F316A48,03/07/10,04:11:00 PM,JH,Rattlesnake,,,No,"Vineyards, south of staff housing",,,,,32,543,,Vineyards,,,,,,10,,4,308,111,197,Female,Adult,No,"Orange, Fiesta yellow, Red",YES,,03/07/10,04:47:00 PM,"EVL, ARB",,"1st bridge Riparian, up gully a ways",,2010-104,Capt,,,,
Neonate,03/07/10,07:40:00 AM,CG staff,Rattlesnake,,,,On trail near Campground store,,,,,32,543,,,,,,,,22,,1.9,121,104,17,,Neonate,,Orange,YES,,06/07/10,03:52:00 PM,"EVL, ARB",3,Shrub up from Riparian - pumphouse,,2010-105,,,,,
445E1E5139,04/07/10,01:40:00 PM,CG staff,Rattlesnake,,Sight,Yes,On main road from cg to center,3D diff,2,2.4,318,321958,5434833,Co106,,,,,,,33,,5.6,298,88,210,Male,Adult,NA,"Fuchsia, Fuchsia, Royal blue",YES,"Repainted tail, 5 new rattle segments",06/07/10,03:53:00 PM,"EVL, ARB",2,Shrub up from Riparian - pumphouse,,2010-106,Capt,,,,
Neonate,04/07/10,03:45:00 PM,CG staff,Rattlesnake,,Sight,No,Campground c24 & c59,3D diff,1,2.1,290,321563,5434492,Co107,,,,,,,11,,1.7,137,122,15,,Neonate,No,Orange,YES,,06/07/10,03:51:00 PM,"EVL, ARB",2,Shrub up from Riparian - pumphouse,,2010-107,Capt,,,,
4A4F543267,05/07/10,10:09:00 AM,"ARB, EVL",Rattlesnake,,Sight,No,"Along drift fence, E of dev site",3D diff,126,4.5,366,322599,5434774,CO108,"Shrub-steppe, Long grass, bare ground","Cool, breeze",09/09/11,19.3,22.5,,16,,4.2,213,98,115,Female,Adult,No,"Orange, Fiesta yellow, Tango blue",YES,,07/07/10,08:45:00 AM,"EVL, ARB",2,At capture location,On the move,2010-108,Capt,50,50,S,S
484E1E7C4A,07/07/10,09:12:00 AM,"ARB, EVL",Rattlesnake,,Sound,No,"Inside drift fence, eastern edge of development site",3D diff,9,4.8,394,322761,5434842,CO109,"Shrub-steppe, Sagebrush and bare ground","Sunny, Warm",0/9,23,24.9,,10,,4.8,260,111,149,Male,Adult,NA,"Orange, Fiesta yellow, Car pink",YES,,09/07/10,02:50:00 PM,"EVL, ARB",2,"Close to cap location, outside/above drift fence. deer mouse regurgitated in pillowcase",Basking,2010-109,Capt,50,50,S,S
Neonate,08/07/10,09:30:00 AM,CG staff,Rattlesnake,,Sight,No,Campground,,,,,32,543,,,,,,,,3,25.1,2,138,126,12,,Neonate,No,Orange,NO,,09/07/10,12:00:00 PM,ARB,1,Riparian - pumphouse,,2010-110,Capt,,,,
1.79769E+308,08/07/10,09:33:00 PM,"ARB, EVL",Rattlesnake,,Sound,No,North of drift fence,3D diff,11,5,383,322693,5434873,CO111,Shrub-steppe,"Warm, Eve/Dusk",01/09/11,27.3,26.6,,28,51.3,3.6,200,111,89,Male,Adult,NA,"Orange, Fiesta yellow, Fuchsia",YES,,09/07/10,02:43:00 PM,"EVL, ARB",1,At capture location,"Under sage brush, , Coiled",2010-111,Capt,50,50,S,S
4A4F543267,08/07/10,09:27:00 PM,"ARB, EVL",Rattlesnake,,Sight,Yes,North of drift fence,3D diff,76,4.6,378,322656,5434873,CO112,"Shrub-steppe, Long grass","Warm, Eve/Dusk",01/09/11,27.3,26.6,,32,,3.7,200,87,113,Female,Adult,No,"Orange, Fiesta yellow, Tango blue",NO,,09/07/10,02:41:00 PM,"EVL, ARB",1,At capture location,On the move,2010-112,2010recap,50,50,S,S
4A4F6C7232 (Sight),08/07/10,09:07:00 PM,"ARB, EVL",Rattlesnake,,Sight,Yes,West of drift fence,3D diff,115,4.6,365,322593,5434755,CO113,"Shrub-steppe, Sagebrush, open ground","Warm, dusk",01/09/11,26.2,25.4,,23,,,265,104,161,Female,Adult,No,"Orange, Pt purple, Citrus green",NO,Weighed in field,08/07/10,09:12:00 PM,"EVL, ARB",,At capture location,Coiled,2010-113,Sight,50,50,S,S
Neonate,09/07/10,04:50:00 PM,Unknown,Rattlesnake,,,No,"SR resort, unit 130 facing vineyard, second floor",,,,,32,543,CO114,,,,,,,22,28.1,1.7,117,104,13,,Neonate,No,Orange,YES,Uknown if location is pick up or capt. location,12/07/10,07:09:00 PM,"EVL, ARB",3," up from osprey nest, gully",,2010-114,Capt,,,,
4551444D03,09/07/10,09:30:00 AM,CG staff,Rattlesnake,,,Yes,Campground,3D diff,,,,32,543,CO115,,,,,,,22,,5,317,111,206,Male,. Adult,NA,"Citrus green, Lt blue, Tango blue",YES,"Used for snake show while Goliath shedding  until July 19

shed on July 16th",19/07/2010,04:10:00 PM,"EVL, ARB",10,"Across CG snake fence, above near capture locatio",,2010-115,2010recap,,,,
Neonate,09/07/10,02:33:00 PM,"ARB, EVL",Rattlesnake,,Sight,No,coverboard West of drift fence,3D diff,16,5,364,322601,5434737,CO116,"Shrub-steppe, CoverBoard","Sunny, breeze, Hot",01/09/11,34.7,35.8,,15,27.8,1.9,112,97,15,,Neonate,No,Orange,YES,,12/07/10,09:22:00 PM,"EVL, ARB",3,At capture location,Under coverboard,2010-116,Capt,50,50,W,S
4A4F6C7232 (Sight),09/07/10,02:22:00 PM,"ARB, EVL",Rattlesnake,,Sight,Yes,West of drift fence,3D diff,57,5,359,322605,5434736,CO117,Shrub-steppe in hole,"breeze, Hot, Sunny",01/09/11,34.7,35.8,,,,,,,,Female,Adult,No,"Orange, Pt purple, Citrus green",NO,,,,,,Sighting,Coiled in hole under fence,2010-117,Sight,50,50,W,S
Neonate,12/07/10,04:03:00 PM,CG staff,Rattlesnake,,,No,Campground,,,,,32,543,CO118,,,,,,,4,28.9,2.3,119,99,20,,Neonate,No,Orange,YES,,12/07/10,06:50:00 PM,"EVL, ARB",,Village riparian,,2010-118,Capt,,,,
Neonate,13/07/2010,04:32:00 PM,"ARB, EVL",Rattlesnake,,Sight,Yes,West side of drift fence,3D diff,168,5,362,322595,5434707,CO119,Shrub-steppe,"Cool, Cloudy",09/09/11,24.9,26.4,Likely neonate released in area day before,,,,,,,,Neonate,No,Orange,NO,Not captured,,,"EVL, ARB",,At capture location,On the move out in open,2010-119,2010recap,50,10/01/50,E,E
433E06795F,13/07/2010,02:09:00 PM,JH,Rattlesnake,,Sight,Yes,Golf Course hole #3,3D diff,4,2.2,336,322352,5434663,CO120,,,,,,,3,80.5,6,459,126,333,Male,Adult,NA,"Red, Daisy cream, Car pink",YES,"Has two new rattles

Owain used as demo snake for a talk at conference center",16/07/2010,11:55:00 AM,"EVL, ARB",3,In gully north of gc. acc: 5.0 count: 39  elev.:337  utm:  322242 5434990     waypoint: CO120R,,2010-120,Capt,,,,
1.79769E+308,14/07/2010,10:30:00 PM,Gus from CG,Rattlesnake,,Sight,No,Campground site F-9?,,,,,32,543,CO121,CG,,,,,,30,33.2,2.3,156,133,23,Female,Juvenile,No,"Orange, Fiesta yellow, Citrus green",YES,,16/07/2010,11:50:00 AM,"EVL, ARB",2,Village riparian,,2010-121,Capt,,,,
456D3E2A5D,14/07/2010,08:00:00 PM,Gus from campground,Rattlesnake,,,,Campground. Christian camp?,,,,,32,543,CO122,CG,,,,,,25,63.2,4,242,91,151,Female,Adult,No,"Citrus green, , Tango blue, Car pink. 4new rattles. repainted.",YES,,16/07/2010,11:50:00 AM,"EVL, ARB",2,Village riparian,,2010-122,,,,,
43602D1948 'Poseidon',14/07/2010,06:30:00 PM,Gus from CG,Rattlesnake,,,Yes,Campground. site F-4?,3D diff,,,,32,543,CO123,CG,,,,,,33,81.7,6.4,336,88,248,Male,Adult,NA,"Fiesta yellow, Tango blue, Tango blue",NO,,16/07/2010,11:50:00 AM,"EVL, ARB",2,Village riparian,,2010-123,2010recap,,,,
Neonate,16/07/2010,02:30:00 PM,"CG staff, EVL",Rattlesnake,,,,"Campground north end, site 235",3D diff,34,5,283,321236,5435416,CO124,,,,,,,18,27.1,2.2,125,112,13,,Neonate,No,Orange,YES,,19/07/2010,09:12:00 AM,"EVL, ARB",3,"Across CG snake fence, above near capture locatio",,2010-124,Capt,,,,
Neonate,16/07/2010,02:30:00 PM,"CG staff, Trevor, evl",Rattlesnake,,,,"Campground north end, site 235",3D diff,40,5,283,321231,5435413,CO125,,,,,,,36,26.5,1.6,88,75,13,,Neonate,No,Orange,YES,,19/07/2010,04:20:00 PM,"EVL, ARB",3,"Across CG snake fence, above near capture locatio",,2010-125,Capt,,,,
Neonate,16/07/2010,04:30:00 PM,JH,Rattlesnake,,,,#142 spirit ridge sumac building,3D diff,99,4.8,318,322212,5434728,CO126,,,,,,,27,28.2,1.9,145,120,25,,Neonate,No,Orange,YES,,19/07/2010,03:37:00 PM,"EVL, ARB",3,Gully above osprey nest acc.:5.0 count 34 elev:334  utm: 322244  5434992 waypoint 127,,2010-126,Capt,,,,
"456F102247 ""Heckla""",18/07/2010,01:44:00 PM,CG staff,Rattlesnake,,,Yes,Campground,3D diff,,,,32,543,CO127,,,,,,,26,72.5,5.9,344,100,244,Male,Adult,NA,"Daisy cream, Tango blue, Tango blue, one new rattle",YES,,19/07/2010,04:10:00 PM,"EVL, ARB",1,"Across CG snake fence, above near capture locatio",,2010-127,Capt,,,,
472378767D,18/07/2010,01:56:00 PM,"CG staff, Barb",Rattlesnake,,,Yes,"Campground, no info",,,,,32,543,CO128,,,,,,,16,63.3,4.2,271,67,204,Female,Adult,No,"Pine Green, Fiesta yellow, Royal blue",YES,,19/07/2010,04:10:00 PM,"EVL, ARB",1,"Across CG snake fence, above near capture locatio",,2010-128,Capt,,,,
Neonate,19/07/2010,02:07:00 PM,BE,Rattlesnake,,,No,"Campground, Christian camp",,,,,32,543,CO129,,,,,,,19,25.6,1.9,117,103,14,,Neonate,No,Orange,YES,,19/07/2010,04:10:00 PM,"EVL, ARB",,above water station,,2010-129,Capt,,,,
484A6C2F7B,18/07/2010,02:10:00 PM,"CG staff, barb",Rattlesnake,,,No,"Campground, no info",,,,,32,543,CO130,,,,,,,33,56.6,3.8,197,89,108,Female,Adult,No,"Orange, Citrus green, Fuchsia",YES,,19/07/2010,04:20:00 PM,"EVL, ARB",1,"Across CG snake fence, above near capture locatio",,2010-130,Capt,,,,
497F7E5F79 Vegas,20/07/2010,10:03:00 AM,"ARB, EVL",Rattlesnake,,Sight,Yes,"dev. site Pile of rocks along roadside near substation, near Nevada",3D diff,1,2.8,367,322648,5434682,VE000,"Shrub-steppe, Sagebrush and rocks","Warm, Overcast",08/09/11,24.5,28.2,,14,75.5,5.8,447,96,351,Male,Adult,NA,"Gold, Red, Royal blue + 3 blue for trans.",YES,To be transmitter,23/07/2010,08:30:00 PM,"EVL, JS",3,At capture location,Coiled on rocks under sage,2010-131,Capt,10/01/50,<10,E,E
497F656E6F,20/07/2010,10:17:00 AM,"ARB, EVL",Rattlesnake 2010 recap,,Sight,Yes,dev. site Pile of rocks next to substation,3D diff,4,2.2,376,322694,5434677,CO132,"Shrub-steppe, Rock pile","Warm, Overcast",08/09/11,27.7,28,,,,,,,,Female,Adult,,"Orange, Red, Citrus green",NO,Sighting,,,,,Sighting,Looped next to rock pile,2010-132,Sight,10/01/50,<10,S,N
485F4D1816,19/07/2010,08:30:00 PM,"CG staff, JH",Rattlesnake,,,,Christian camp,,,,,32,543,CO133,,,,,,,15,53.2,3.2,204,92,112,Female,Adult,No,"Orange, Citrus green, Fiesta yellow",YES,"Unsure if gravid, possible meal",22/07/2010,05:04:00 PM,"ARB, EVL, SL",3,"North end, above fence",,2010-133,Capt,,,,
Neonate,20/07/2010,08:30:00 AM,JH,Rattlesnake,,,Yes,"Convenience store, CG",3D diff,1,4.1,290,321482,5434724,CO134,,,,,,,13,28.7,1.8,125,108,17,,Neonate,No,Orange,NO,,22/07/2010,04:52:00 PM,"EVL, ARB",2,Over snakefence above thirsty turtle,,2010-134,Sight,,,,
Neonate,21/07/2010,08:00:00 PM,CG staff,Rattlesnake,,,Yes,"CG, site 16",3D diff,2,3.2,283,321505,5434682,CO135,,,,,,,11,28.1,2,135,121,14,,Neonate,,Orange,YES,,22/07/2010,04:52:00 PM,"ARB, EVL, SL",1,Over snakefence above thirsty turtle,,2010-135,2010recap,,,,
484B7D7C77,21/07/2010,08:30:00 PM,CG staff,Rattlesnake,,,Yes,Crossing rd near gate and stables?,3D diff,,,,32,543,CO136,,,,,,,6,61.2,3.9,202,96,106,Female,Adult,No,"Daisy cream,Red, Lt blue",YES,,22/07/2010,04:37:00 PM,"ARB, EVL, SL",1,Village riparian,,2010-136,Capt,,,,
Juvenile,21/07/2010,08:36:00 PM,"ARB, EVL,SL",Rattlesnake,,Sight,No,north of drift fence,3D diff,200,1,380,322686,5434878,CO137,"Shrub-steppe,fallen old drift fence", Eve/Dusk,02/09/11,26.7,26.6,,8,29,1.8,119,103,16,,Juvenile,,"Orange, Fiesta yellow",YES,,26/07/2010,08:19:00 AM,"ARB, EVL, SL",5,At capture location,On the move,2010-137,Capt,50,50,S,S
