PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS,"ELEVATION, M"
989001004384244,4/24/2018,13:10,"DME, AS",YES,RATTLE,SUNNY,1,23.5,24,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,103,73.8,322,97,225,MALE,ADULT,NA,>100,>100,S,S,NO,14:33,4/24/2018,SAME AS CAPTURE,0,"2016 TELEMETRY SNAKE, LOOKS THIN, SHED 2 TIMES FROM 2017",
989001006782094,4/24/2018,13:10,"DME, AS",NO,RATTLE,SUNNY,1,23.8,24,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 27,320852,5437481,DEN 27,103,53.6,205,97,108,MALE,SUBADULT,NA,>100,>100,S,S,NO,14:44,4/24/2018,SAME AS CAPTURE,0,,
0A180D6006,4/25/2018,10:50,"DME, AS",YES,RATTLE,SUNNY,1,18.3,18.5,SOUND,COILED,TALUS,"AT THE BASE OF A BALSAMROOT, IN THE GRASS",DEN 1,323030,5434830,DEN 1,60,61.1,336,106,230,FEMALE,ADULT,GRAVID,>100,>100,W,W,NO,11:37,4/29/2018,SAME AS CAPTURE,4,"5 OVA DETECTED, SHED 2 TIMES SINCE 2016 PAINT, KEPT FOR TRANSMITTER, MEDUSA",
NONE GIVEN,4/25/2018,11:25,"DME, AS",NO,RATTLE,SUNNY,0,18.3,18.5,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 1,322836,5434896,DEN 1,50,27.5,140,115,25,FEMALE,NEONATE,NA,>100,>100,W,W,NO,11:46,4/25/2018,SAME AS CAPTURE,0,3L CLIP,
989001006650692,4/25/2018,11:25,"DME, AS",NO,RATTLE,SUNNY,0,23.9,24,SIGHT,COILED,TALUS,ON ROCKS,DEN 1,322836,5434896,DEN 1,50,53.35,225,115,110,FEMALE,SUBADULT,NON GRAVID,>100,>100,W,W,NO,11:54,4/25/2018,SAME AS CAPTURE,0,,
989001006650677,4/27/2018,11:04,"DME, RR",YES,RATTLE,SUNNY,0,25.1,22.1,SOUND,MOVING,SHRUB STEPPE,WITHIN GRASS,150M SW OF DEN 8,322079,5435643,NA,,55.5,276,125,151,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,11:13,4/27/2018,SAME AS CAPTURE,0,"3 OVA DETECTED, SHED ONCE SINCE 2017",
989001006782059,4/27/2018,11:39,"DME, RR",NO,RATTLE,SUNNY,0,24.1,21.2,SOUND,COILED,SHRUB STEPPE,IN GRASS UNDER A TREE,150M SW OF DEN 8,322079,5435643,NA,,40.5,178,125,53,MALE,JUVENILE,NA,>100,>100,SW,SW,NO,11:51,4/27/2018,SAME AS CAPTURE,0,1+B,
0A180D5F7E,4/27/2018,12:00,"DME, JH",YES,GOPHER,SUNNY,0,24.1,21.2,SIGHT,COILED/BASKING,RIPARIAN,ON THE GROUND NEAR A PINE,VILLAGE NEAR PINE TREE,321958.432,5435354.652,NA,5,99.1,532,125,407,FEMALE,ADULT,NON GRAVID,100,100,SW,SW,NO,15:51,4/27/2018,SAME AS CAPTURE,0,,
4C3B6E2822,4/29/2018,11:45,"DME, RR",YES,RATTLE,SUNNY/CLOUDY,7,16.3,20.1,SOUND,COILED/BASKING,TALUS,WITHIN ROCKS,30M NW OF DEN 1,322984,5434897,DEN 1,103,66.95,342,97,245,FEMALE,ADULT,GRAVID,>100,>100,W,W,NO,12:30,5/5/2018,SAME AS CAPTURE,6,"3 OR 4 OVA DETECTED, KEPT FOR TRANSMITTER, HAD 4 OVA DETECTED IN 2016 AT DEN 1, LETO",
989001004384307,4/29/2018,11:45,"DME, RR",YES,RACER,SUNNY/CLOUDY,7,16.3,20.1,SIGHT,MOVING,TALUS,WITHIN GRASS AND ROCKS,30M NW DEN 1,322983,5434898,DEN 1,22,58.55,184,114,70,MALE,SUBADULT,NA,>100,>100,W,W,NO,12:16,4/29/2018,SAME AS CAPTURE,0,,
989001006112817,4/29/2018,13:40,"DME, RR",YES,RATTLE,CLOUDY,8,19.3,22.6,SIGHT,COILED,TALUS,ON ROCKS,DEN 6,322936,5435286,DEN 6,22,73.5,375,114,261,MALE,ADULT,NA,>100,>100,SW,SW,NO,13:54,4/29/2018,SAME AS CAPTURE,0,SHED ONCE SINCE 2017,
989001005710898,4/29/2018,13:40,"DME, RR",YES,RATTLE,SUNNY/CLOUDY,7,19.3,22.6,SIGHT,COILED,TALUS,ON ROCKS,DEN 6,322936,5435286,DEN 6,22,58.3,263,114,149,MALE,SUBADULT,NA,>100,>100,SW,SW,NO,14:10,4/29/2018,SAME AS CAPTURE,0,"SHED TWICE SINCE 2016 (BROWN PAINT), JUST ATE",
NONE GIVEN,4/29/2018,13:40,"DME, RR",NO,RATTLE,SUNNY/CLOUDY,7,19.3,22.6,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,22,26.45,126,114,12,UNKNOWN,NEONATE,NA,>100,>100,SW,SW,NO,14:15,4/29/2018,SAME AS CAPTURE,0,3L CLIP,
989001006650691,4/29/2018,14:44,"DME, RR",YES,RATTLE,CLOUDY,8,18.7,23.5,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6 SATELITE,322936,5435286,DEN 6,60,71.95,290,110,180,MALE,ADULT,NA,>100,>100,SW,SW,NO,15:36,4/29/2018,SAME AS CAPTURE,0,HAS NOT SHED SINCE 2017,
989001006782009,4/29/2018,14:44,"DME, RR",NO,RATTLE,CLOUDY,8,18.7,23.5,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6 SATELITE,322936,5435286,DEN 6,22,42.5,165,114,51,FEMALE,SUBADULT,NON GRAVID,>100,>100,SW,SW,NO,,4/29/2018,SAME AS CAPTURE,0,3+B,
NONE GIVEN,4/29/2018,13:40,"DME, RR",NO,RATTLE,SUNNY/CLOUDY,7,19.3,22.6,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,22,27,126,114,12,FEMALE,NEONATE,NA,>100,>100,SW,SW,NO,14:25,4/29/2018,SAME AS CAPTURE,0,4L CLIP,
989001006782010,4/29/2018,14:44,"DME, RR",NO,RATTLE,CLOUDY,7,18.7,23.5,SIGHT,BASKING,TALUS,ON ROCKS,DEN 6 SATELITE,322936,5435286,DEN 6 SATELITE,60,98.4,805,110,695,MALE,ADULT,NA,>100,>100,SW,SW,NO,15:23,4/29/2018,SAME AS CAPTURE,0,"HUGE, 11 RATTLE SEGMENTS",
NONE GIVEN,4/29/2018,14:44,"DME, RR",NO,RATTLE,CLOUDY,6,18.7,23.5,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6 SATELITE,322936,5435286,DEN 6 SATELITE,22,31.55,132,114,18,FEMALE,NEONATE,NA,>100,>100,SW,SW,NO,15:55,4/29/2018,SAME AS CAPTURE,0,5L CLIP,
989001006782026,4/29/2018,14:44,"DME, RR",NO,RATTLE,SUNNY/ CLOUDY,6,18.7,23.5,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6 SATELITE,322936,5435286,DEN 6 SATELITE,60,36.15,142,110,32,MALE,JUVENILE,NA,>100,>100,SW,SW,NO,15:55,4/29/2018,SAME AS CAPTURE,0,2+B,
NONE GIVEN,4/29/2018,14:44,"DME, RR",NO,RATTLE,SUNNY/CLOUDY,6,18.7,23.5,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6 SATELITE,322936,5435286,DEN 6 SATELITE,60,27.45,120,110,10,MALE,NEONATE,NA,>100,>100,SW,SW,NO,16:11,4/29/2018,SAME AS CAPTURE,0,"6L CLIP, 3 OTHER NEONATES NEAR, WERE NOT PROCESSED",
4C3C072C42,4/29/2018,16:51,"DME, RR",YES,RATTLE,SUNNY/CLOUDY,5,18.9,21.8,SIGHT,COILED/BASKING,GOLF COURSE,UNDER ROCK OVERHANG,SHED SITE ABOVE HOLE 6,322675,5435069,NA,22,58.4,320,114,206,FEMALE,ADULT,POST PARTUM,>100,>100,S,S,NO,17:00,4/29/2018,SAME AS CAPTURE,0,"SHED ONCE SINCE 2017, GOOD BODY CONDITION, JUST ATE, 2017 TELEMETRY SNAKE",
484E7A663C,4/29/2018,16:51,"DME, RR",YES,RATTLE,SUNNY/CLOUDY,5,18.9,21.8,SIGHT,COILED,GOLF COURSE,UNDER ROCK,HOLE 6 SHED SITE,322675,5435069,NA,22,78.2,440,114,326,MALE,ADULT,NA,>100,>100,S,S,NO,17:07,4/29/2018,SAME AS CAPTURE,0,BROWN PAINT,
989001006782058,4/29/2018,17:19,"DME, RR",NO,GOPHER,SUNNY/CLOUDY,5,18.1,25,SIGHT,MOVING,GOLF COURSE,ON GRASS,HOLE 6 SHED SITE,322675,5435069,NA,22,109.1,530,114,416,FEMALE,ADULT,NON GRAVID,>100,>100,S,S,NO,17:33,4/29/2018,SAME AS CAPTURE,0,JUST ATE,
989001006782036,4/29/2018,17:19,"DME, RR",NO,RACER,SUNNY/CLOUDY,5,18.5,25,SIGHT,MOVING,GOLF COURSE,ON GRASS BY SAGEBRUSH,HOLE 6 SHED SITE,322675,5435069,NA,22,54,164,114,50,FEMALE,SUBADULT,NA,>100,>100,S,S,NO,17:46,4/29/2018,SAME AS CAPTURE,0,,
989001006650690,5/6/2018,18:56,"DME, AS",NO,RATTLE,SUNNY/CLOUDY,4,24.2,22.6,SIGHT,MOVING,SHRUB STEPPE,WITHIN GRASS,>100M N OF HOLE 6,322524,5435271,NA,63,41.2,140,95,45,FEMALE,JUVENILE,NA,>100,>100,S,S,NO,19:07,5/6/2018,SAME AS CAPTURE,0,2+B,
989001006782039,5/6/2018,19:21,"DME, AS",NO,RATTLE,DUSK,2,21.6,22,SIGHT,MOVING,SHRUB STEPPE,UNDER ANTELOPE BRUSH UN GRASS,100M SE OF KNOWN SHED SITE ALING INTERPETER'S TRAIL,322404,5435286,NA,63,46,153,95,58,FEMALE,JUVENILE,NA,>100,>100,SW,SW,NO,19:29,5/6/2018,SAME AS CAPTURE,0,2+B,
0A180D5F5C,5/6/2018,17:38,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,3,23.5,21.5,SOUND,HIDING,GOLF COURSE,UNDER SHRUB AT THE GOLD EDGE,"HOLE 7 COURSE, 30M NW OF GOLF POND",322542,5434745,NA,68,60.8,272,135,137,FEMALE,ADULT,NON GRAVID,75-100,>100,W,S,NO,17:46,5/6/2018,SAME AS CAPTURE,0,SHED TWICE SINCE 2016,
485E513965,5/6/2018,18:10,"DME, AS",YES,RATTLE,CLOUDY,5,23.5,23.3,SIGHT,MOVING,GOLF COURSE,WITHIN GRASS AND SAGE,EDGE OF FAREWAY HOLE 7,322656,5435003,NA,63,71.6,360,90,270,MALE,ADULT,NA,>100,>100,S,S,NO,18:16,5/6/2018,SAME AS CAPTURE,0,SHED ONCE SINCE 2017,
989001006782063,5/4/2018,15:57,"DME, AS",NO,RACER,SUNNY/CLOUDY,4,30.3,28.8,SIGHT,MOVING,SHRUB STEPPE,ON THE GROUND BETWEEN ROCKS,GILLY ROOKERY SITE FROM 2017,322571,5435170,NA,43,66.8,186,79,107,FEMALE,ADULT,NON GRAVID,>100,>100,S,S,NO,16:07,5/4/2018,SAME AS CAPTURE,0,,
0A180D5F34,5/4/2018,17:21,"DME, AS",YES,RATTLE,CLOUDY,7,25.3,25.1,SIGHT,COILED,GOLF COURSE,ON GROUND BESIDE ANTELOPE BRUSH,7TH T-BOX SHED SITE,322664,5435055,NA,43,57,294,79,215,FEMALE,ADULT,GRAVID,>100,>100,S,S,NO,10:30,5/11/2018,SAME AS CAPTURE,7,"KEPT FOR TRANSMITTER, 4 OVA DETECTED, SGED 2 TIMES SINCE PURPLE, IRIS",386
989001006782101,5/1/2018,16:35,"DME, JH",YES,RATTLE,SUNNY,4,25.1,26,SIGHT,MOVING,GRASSLAND,ON THE SAND TRAIL,"100M N OF DEN 8, ACROSS FROM WATERFALL IN THE DESERT",321734,5435717,NA,1,69.4,420,125,295,FEMALE,ADULT,GRAVID,>100,>100,S,S,NO,10:00,5/5/2018,SAME AS CAPTURE,4,"KEPT FOR A TRANSMITTER, 9 RATTLE SEGMENTS, 5 OVA DETECTED, HAD AN OLD PITTAG ON THE LEFT BODY SITE # 43602B674F, NYX",
989001006782075,5/4/2018,13:58,"DME, AS",NO,RATTLE,CLOUDY,4,25.4,26.6,SOUND,MOVING,SHRUB STEPPE,UNDER ANTELOPE BRUSH,50M NW OF DEN 8,321950,5435706,NA,43,48,160,79,81,FEMALE,SUBADULT,NA,>100,>100,S,S,NO,14:07,5/3/2018,SAME AS CAPTURE,0,,351
989001006782078,05/04/2018,17:21,"DME, AS",NO,RATTLE,CLOUDY,7,24,23.5,SIGHT,COILED,GOLF COURSE,UNDER ROCK OVERHANG,7TH T-BOX SHED SITE,322664,5435055,NA,99,40.95,190,112,78,MALE,JUVENILE,NA,>100,>100,S,S,NO,17:44,5/4/2018,SAME AS CAPTURE,0,"JUST ATE, 3 RATTLES AND BUTTON",
989001005040833,05/04/2018,17:48,"DME, AS",YES,RATTLE,CLOUDY,8,23.6,23.2,SIGHT,MOVING,GOLF COURSE,UNDER ANTELOPE BRUSH,7TH T-BOX SHED SITE,322664,5435055,NA,99,57.8,262,112,150,MALE,ADULT,NA,>100,>100,S,S,NO,17:55,5/4/2018,SAME AS CAPTURE,0,JUST ATE,
4C3B6C7C58,05/05/2018,10:36,"DME, AS",YES,RACER,SUNNY,2,21,23.1,SIGHT,MOVING,GOLF COURSE,WITHIN ANTELOPE BRUSH,7TH T-BOX SHED SITE,322664,5435055,NA,24,64.3,225,120,105,FEMALE,ADULT,NA,>100,>100,S,S,NO,10:41,5/5/2018,SAME AS CAPTURE,0,JUST ATE,
989001006782082,05/05/2018,13:10,"DME, AS",NO,RATTLE,SUNNY,3,26.5,24.8,SIGHT,COILED/BASKING,OPEN FOREST,ON GROUND BESIDE BOULDER,DEN 6 GILLY,322900,5435101,NA,24,67.6,340,118,222,MALE,ADULT,NA,>100,>100,W,W,NO,13:20,5/5/2018,SAME AS CAPTURE,0,"ATE, 9 SEGMENTS ON RATTLE",
989001006782098,05/05/2018,14:16,"DME, AS",NO,RATTLE,SUNNY,5,27.1,25.6,SOUND,MOVING,VILLAGE,ON GRASS BY INTERPRETIVE TRAIL,15M S OF VILLAGE,322021,5435314,NA,4,54.15,230,105,125,MALE,ADULT,NA,>100,>100,S,S,YES,14:24,5/5/2018,RIPARIAN AREA,0,"MOVED CLOSER TO RIPARIAN AREA OFF OF TRAIL, 5 SEGMENTS AND A BUTTON",
989001006782011,05/09/2018,14:08,"AD, CH",NO,GOPHER,SUNNY/ CLOUDY,5,25.6,25.5,SIGHT,MOVING,GOLF COURSE,LARGE ROCK AT SHED SITE,7TH T-BOX SHED SITE,322664,5435055,NA,60,76.7,280,105,185,FEMALE,ADULT,NON GRAVID,>100,>100,S,S,NO,14:20,5/5/2018,SAME AS CAPTURE,0,,
989001006782013,05/11/2018,11:37,"DME, AS",NO,RATTLE,SUNNY/ CLOUDY,3,27.1,25.4,SOUND,MOVING,SHRUB STEPPE,UNDER SAGEBRUSH,ALONG FENCE >100M S OF DEN 8,322013,5435529,NA,54,45.6,170,95,75,FEMALE,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,11:41,5/11/2018,SAME AS CAPTURE,0,2 SEGMENTS AND A BUTTON,
TAGGED BUT COULDN’T SCAN,05/12/2018,10:35,"DME, AS",NO,RACER,SUNNY,0,22.5,21.5,SIGHT,MOVING,GRASSLAND,ALONG THE SNAKE FENCE,ACROSS FROM CG OFFICE,321612,5434778,NA,1,51,UNKNOWN,UNKNOWN,UNKNOWN,MALE,SUB ADULT,NA,>100,>100,W,W,YES,10:43,5/12/2018,10M IN DESERT E OF FENCE,0,,
COULDN’T SCAN BUT PIT TAGGED,05/12/2018,10:52,"DME, AS",NO,GOPHER,SUNNY,1,25.3,24.6,SIGHT,MOVING,GRASSLAND,ALONG THE SNAKE FENCE,ACROSS FROM CG OFFICE,321606,5434782,NA,53,76.7,270,120,150,MALE,ADULT,NA,>100,>100,W,W,YES,11:17,5/12/2018,10M IN DESERT E OF FENCE,0,,
TAGGED BUT COULDN’T SCAN,05/12/2018,11:10,"DME, AS",NO,RACER,SUNNY,0,25.2,25.3,SIGHT,MOVING,GRASSLAND,ALONG THE SNAKE FENCE,100M NE OF CAMP CAFÉ,321523,5434937,NA,53,55.5,172,125,47,MALE,ADULT,NA,>100,>100,SW,SW,YES,11:17,5/12/2018,10M IN DESERT E OF FENCE,0,CAUGHT WITH ANOTHER RACER ,
COULDN’T SCAN BUT PIT TAGGED,5/12/2018,11:10,"DME, AS",NO,RACER,SUNNY,1,25.2,25.5,SIGHT,MOVING,GRASSLAND,ALONG THE SNAKE FENCE,100M NE CAMP CAFÉ,321523,5434937,NA,53,59.4,195,120,75,FEMALE,ADULT,NON GRAVID,>100,>100,SW,SW,YES,11:27,5/12/2018,10M E OF FENCE,0,MALE AND FEMALE RACERS TOGETHER,
COULDN’T SCAN BUT PIT TAGGED,5/12/2018,11:35,"DME, AS",NO,GOPHER,SUNNY,1,27.2,24.1,SIGHT,MOVING,GRASSLAND,ALONG THE SNAKE FENCE,FENCE IN MID DESERT,321504,5435044,NA,53,85.7,350,120,230,MALE,ADULT,NA,>100,>100,SW,SW,YES,11:44,5/12/2018,10M E OF FENCE,0,,
TOO SMALL TO PIT TAG,05/12/2018,11:59,"DME, AS",NO,RACER,SUNNY,0,26.6,25.3,SIGHT,MOVING,GRASSLAND,ALONG THE SNAKE FENCE,1/2 WAY THROUGH DESERT AT FENCE,321364,5435370,NA,53,47,155,120,25,MALE,SUB ADULT,NA,>100,>100,SW,SW,YES,12:04,5/12/2018,10M IN DESERT E OF FENCE,0,,
4C3B547D57,05/15/2018,9:51,"DME, AS",YES,GOPHER,SUNNY,1,UNKNOWN,UNKNOWN,SIGHT,MOVING,GRASSLAND,ALONG THE SNAKE FENCE,BY THE CENTRE,322054.3719,5435041.249,NA,4,91,380,105,275,MALE,ADULT,NA,<5,<5,S,S,YES,10:00,5/15/2018,HIGH DESERT,0,,
989001006782087,05/17/2018,9:53,"DME, AS",NO,RACER,CLOUDY,8,22.2,23,SIGHT,MOVING,VINEYARD,ALONG SNAKE FENCE IN GRASS,10M N IF ROAD TO CONDOS,322422,5434469,NA,50,62.9,210,123,87,MALE,ADULT,NA,>100,5,W,S,YES,10:03,5/17/2018,10M NE OF FENCE,0,LARGE SCAR ON BACK,
989001005710862,05/17/2018,14:06,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,8,25.1,24.1,SIGHT,MOVING,SHRUB STEPPE,WITHIN GRASS AND ROCKS,20M SE BELLATRIX ROOKERY,322769,5435182,NA,24,51,268,116,152,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,12:12,5/19/2018,SAME AS CAPTURE,2,"3 OVA DETECTED, 3 SHEDS SINCE 2016- URANIA- 4 PLUS A BUTTON",
989001006782048,05/17/2018,15:00,"DME, AS",NO,RATTLE,CLOUDY,8,20.6,22.4,SIGHT,COILED,INTERPRETIVE TRAIL,UNDER FIRST BRIDGE,INTERPRETIVE TRAIL NEAR CENTRE,322143,5435055,NA,5,50.4,255,125,130,MALE,ADULT,NA,50,100,SW,SW,NO,13:11,5/18/2018,SAME AS CAPTURE,0,JUST ATE,
4C3D3E5B17,05/17/2018,11:00,"DME, AS",YES,RATTLE,CLOUDY,9,UNKNOWN,UNKNOWN,UNKNOWN,MOVING,INTERPRETIVE TRAIL,UNDER BRIDGE,FIRST BRIDGE AT CENTRE,322143,5435055,NA,51,67.4,365,105,260,MALE,ADULT,NA,50,50,SW,SW,NO,11:40,5/19/2018,SAME AS CAPTURE,2,KEPT FOR MEADOWLARK FESTIVAL,
989001006782081,05/17/2018,11:00,"DME, AS",NO,GOPHER,CLOUDY,9,UNKNOWN,UNKNOWN,UNKNOWN,MOVING,GRASSLAND,ALONG SNAKE FENCE,SNAKE FENCE,UNKNOWN,UNKNOWN,NA,103,72.2,241,101,140,MALE,ADULT,NA,>100,>100,S,S,NO,11:40,5/19/2018,SAME AS CAPTURE,2,KEPT FOR MEADOWLARK FESTIVAL,
4C3C4D1C6E,05/18/2018,11:03,"DME, AS",YES,RATTLE,CLOUDY,8,19.1,20.7,SIGHT,MOVING,OPEN FOREST,ON GROUND WITHIN GRASS,RIPARIAN TRAIL BELOW INTERP TRAIL,322054,5435152,NA,43,61.5,240,80,160,MALE,ADULT,NA,>100,>100,S,S,NO,11:08,5/18/2018,SAME AS CAPTURE,0,SHED ONCE SINCE 2016,
900254000926941,05/18/2018,11:36,"DME, AS",NO,RATTLE,CLOUDY,9,19.6,22.8,SIGHT,MOVING,OPEN FOREST,ON GROUND NEAR BOULDER AND SAGEBRUSH,<200M BELOW AND SW OF DEN 8,321771,5435861,NA,71,59.6,238,59,179,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,11:46,5/18/2018,SAME AS CAPTURE,0,4 OVA DETECTED ,
989001006782062,05/18/2018,12:20,"DME, AS",NO,RATTLE,CLOUDY,9,21.6,22.8,SIGHT,MOVING,SHRUB STEPPE,WITHIN SAGEBRUSH,150M SW OF DEN 10,321721,5435898,NA,28,57.3,239,115,124,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO,12:34,5/18/2018,SAME AS CAPTURE,0,"JUST ATE, 7 SEGMENTS",
989001006650717,05/18/2018,14:00,"DME, AS",YES,RATTLE,CLOUDY,9,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,IN FRONT OF THE CENTRE,322979,5434897,NA,53,65.5,238,120,118,MALE,ADULT,NA,<5,<5,E,E,YES,15:55,5/18/2018,HIGH DESERT,0,"SHED ONCE SINCE 2017, WEIGHT MIGHT BE OFF BY 100G, JUST ATE",
989001006112843,05/19/2018,12:28,"IB, AS, MYA",YES,RATTLE,CLOUDY,8,18,22,SIGHT,MOVING,SHRUB STEPPE,WITHIN GRASS,NE OF HOLE 6 ALONG GULLY (2ND) FROM DEN 6,322720,5435251,NA,28,48.2,190,110,80,MALE,ADULT,NA,>100,>100,W,W,NO,12:35,5/19/2018,SAME AS CAPTURE,0,ONE SHED SINCE 2017,
NONE GIVEN ,05/19/2018,12:28,"IB, AS, MYA",NO,RATTLE,CLOUDY,8,18,22,SIGHT,MOVING,SHRUB STEPPE,WITHIN GRASS,NE OF HOLE 6 ALONG GULLY (2ND) FROM DEN 6,322720,5435251,NA,28,28.6,130,115,15,FEMALE,NEONATE,NA,>100,>100,W,W,NO,12:47,5/19/2018,SAME AS CAPTURE,0,"ATE, 1 BUTTON",
989001005710929,05/19/2018,14:29,"IB, AS, MYA",YES,RACER,CLOUDY,8,22.8,24.8,SIGHT,MOVING,SHRUB STEPPE,UNDER SAGEBRUSH,"ABOVE CENTRE ON WAY TO GOLF COURSE, BELOW OSPREY NEST",322143,5434973,NA,28,68.6,245,115,130,FEMALE,ADULT,NON-GRAVID,<10,<10,W,W,NO,14:35,5/19/2018,SAME AS CAPTURE,0,"POOPED, ANGRY, LOTS OF SCARS",
989001006650723,05/21/2018,11:55,"DME, AS",NO,RATTLE,SUNNY,0,28.8,27.4,SIGHT,MOVING,GRASSLAND,UNDER ANTELOPE BRUSH,NORTH DESERT >100M NE DEN 8,321724,5435530,NA,UNKNOWN,62.9,255,95,160,MALE,ADULT,NA,>100,>100,S,S,NO,12:05,5/21/2018,SAME AS CAPTURE,0,7 SEGMENTS AND A BUTTON,
989001006112820,05/22/2018,9:57,"DME, AS",YES,GOPHER,SUNNY,0,23.2,23.6,SIGHT,MOVING,GRASSLAND,ALONG SNAKE FENCE,SNAKE FENCE 10M S OF NEW SECTION,321511,5434960,NA,73,81.8,252,58,194,FEMALE,ADULT,NA,>100,>100,S,S,YES,10:04,5/22/2018,10M E OF FENCE,0,,
989001006112866,05/22/2018,10:14,"DME, AS",NO,RATTLE,SUNNY,1,24.3,23.6,SOUND,MOVING,SHRUB STEPPE,UNDER ANTELOPE BRUSH,HALF WAY THROUGH NORTH FENCE,321511,5434984,NA,53,58.5,284,120,164,MALE,ADULT,NA,>100,>100,SW,SW,YES,10:27,5/22/2018,10M E OF FENCE,0,ATE,
989001006782084,05/23/2018,9:44,"DME, AS",NO,RACER,SUNNY,3,26.1,24.2,SOUND ,MOVING,SHRUB STEPPE,WITHIN SAGEBRUSH,5M ABOVE ELECTRIC POLE NEAR DEN 8,322044,5435699,NA,99,53.5,170,110,60,MALE,SUB ADULT,NA,>100,>100,SW,SW,NO,9:51,5/23/2018,SAME AS CAPTURE,0,,
900254000316353,05/23/2018,10:30,"DME, AS, RR",NO,RACER,SUNNY,2,31.1,27.1,SIGHT,MOVING,SHRUB STEPPE,WITHIN ROCKS,15M SE OF ELECTRIC POLE BELOW DEN 8,322067,5435685,NA,99,55.5,175,110,65,MALE,ADULT,NA,>100,>100,SW,SW,NO,10:38,5/23/2018,SAME AS CAPTURE,0,,
989001006782099,05/23/2018,10:51,"DME, AS, RR",NO,RACER,SUNNY,1,28.5,28.1,SIGHT,MOVING,SHRUB STEPPE,WITHIN ROCKS,>100M S OF DEN 8 ON THE SLOPE,322093,5435679,NA ,5,54.8,180,125,55,MALE,SUB ADULT,NA,>100,>100,SW,SW,NO,10:59,5/23/2018,SAME AS CAPTURE,0,,
989001006650746,05/25/2018,10:43,"DME, AS",YES,RATTLE,SUNNY,0,UNKNOWN,UNKNOWN,SIGHT,MOVING,SNAKE FENCE,WITHIN GRASS ON GROUND ,HORSE GATE AT SNAKE FENCE,321819,5434737,NA,26,62.2,298,119,179,MALE,ADULT,NA,>100,>100,S,S,NO,10:00,7/10/2018,SAME AS CAPTURE,14,"KEPT AS AN INTERPRETIVE SNAKE, 2 SHEDS SINCE 2017",
989001006112830,05/27/2018,12:09,"DME, MM",YES,RATTLE,SUNNY,1,28.6,29.9,SIGHT,COILED/BASKING,SHRUB STEPPE,WITHIN SAGEBRUSH AND ROCKS,NAGINI ROOKERY,322373,5435517,NA,50,62.5,394,131,263,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,12:30,5/27/2018,SAME AS CAPTURE,0,"3 OVA DETECTED, SHED ONCE SINCE 2017, ELEV 414",
989001006112842,05/27/2018,12:09,"DME, MM",YES,RATTLE,SUNNY,1,28.6,29.9,SIGHT,COILED/BASKING,SHRUB STEPPE,WITHIN SHRUBS AND ROCKS,NAGINI ROOKERY,322373,5435517,NA,22,55.45,290,113,177,FEMALE,ADULT,GRAVID,>100,>100,SW,SW,NO,12:46,5/27/2018,SAME AS CAPTURE,0,"3 OVA DETECTED, SHED ONCE SINCE 2017, APPARANTLY GRAVID LAST YEAR?- COULD BE WRONG LAST YEAR OR THIS YEAR",
989001006650720,05/28/2018,10:54,"DME, MM",NO,RACER,SUNNY,0,23.4,22.6,SIGHT,MOVING,SHRUB STEPPE,WITHIN SAGE AND ROCKS,30M SW OF D1 DEN ENTRANCE,322997,5434857,NA,60,54.1,161,105,56,MALE,ADULT,NA,>100,>100,W,SW,NO,11:15,5/28/2018,SAME AS CAPTURE,0,,
989001006650720,05/28/2018,10:54,"DME, MM",NO,RACER,SUNNY,0,23.4,22.6,SIGHT,MOVING,SHRUB STEPPE,WITHIN SAGE AND ROCKS,30MSW D1 DEN ENTRANCE,322997,5434857,NA,71,62.7,136,60,76,MALE,ADULT,NA,>100,>100,SW,W,NO,11:25,5/28/2018,SAME AS CAPTURE,0,,
