PIT_Tag_#,Date,Year,Month,Time,SPECIES,Researcher,Encounter,Detection,Recap,Location,Area,Treatment,Mode,Avg_Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud_cover,Ta,Tg,Comments,Pillow_case,SVL,VTL,S_+_B,Bag,Mass,Sex,Age_class,Gravid,Rattle_paint,Photo_#,Comments,Rel_date,Rel_time,Rel_researcher,Days_in_captivity,Rel_locatlon,Rel_Easting,Rel_Northing,Behaviour,Record_#,Type,Hibernation Site,Distance_to_buildings,Distance_to_road,Direction_to_building,Direction_to_road,New Rattles
0A13677569,5/6/2013,2013,June,20:12,Rattlesnake,Campground staff,Capt,Sight,No,Campground site 210,,,,,,280,321266,5435339,,,,,,,,pink,69.6,5.1,274,103,171,Male,Adult,NA,none,135-9097,,11/6/2013,9:40,"LEG, JXS",5,Riparian,321814,5435708,,,,,,,,,
too small,9/6/2013,2013,June,15:50,Rattlesnake,Campground staff,Capt,Sight,No,Campground site 122,,,,,,284,321462,5434769,,,,,,,Has recently eaten,30,,,149,126,23,Juvenile,Juvenile,NA,none,,,11/6/2013,9:40,"LEG, JXS",2,Riparian,321814,5435708,,,,,,,,,
0A1367754A,11/6/2013,2013,June,7:05,Rattlesnake,BS,Capt,Sight,No,Gate by log-peeling site,,,3D,,3.5,298,321853,5434746,,Native shrub steppe by 2 track trail,Sunny,1/9,,,,26,71.1,4.3,253,98,155,Male,Adult,NA,none,135-9104,,12/6/2013,10:25,"LEG, JXS",1,Same as capture,321861,5434755,,,,,>50,<10,W,W,
too small,7/6/2013,2013,June,19:30,Rattlesnake,RP,Capt,Sight,No,Campground site 234,,,3D,,,283,321217,5435441,,,,,,,,42,,,117,102,15,Juvenile,Juvenile,NA,none,,,12/6/2013,11:03,"LEG, JXS",5,Riparian,321814,5435708,,,,,,,,,
0A13677561,12/6/2013,2013,June,12:16,Rattlesnake,"LEG, JXS",Capt,Sight,Yes,Native shrub steppe by Nk'Mip trail,,,3D,,7.8,340,322195,5435041,,Antelope brush,Sunny,1/9,25.3,28.1,Under shrub with another rattlesnake,43,,2.5,148,85,63,Female,Sub-adult,NA,4th button orange,104-0916,,13/6/2013,14:43,"LEG, JXS",1,Same as capture,322195,5435041,Hiding,,,,>50,>50,W,W,3
0A13654B26,13/6/2013,2013,June,10:00,Gophersnake,"JXH, RP",Capt,Sight,Yes,Gate by log-peeling site at Nk'Mip,,,3D,,3.5,298,321853,5434746,,Native shrub steppe by log peeling site ,Sunny,3/9,,,,15,75.6,12.0,270,90,180,Female,Adult,No,,,,13/6/2013,15:00,"LEG, JXS",<1,Same as capture,321861,5434755,,,,,>50,>50,W,W,
0A1367760F,14/6/2013,2013,June,10:33,Rattlesnake,"LEG, JXS",Capt,Sight,No,Edge of feedlot,,,3D,,9.6,370,313488,5444984,,Rock pile,Partial cloud,6/9,20.3,23.5,Shedding,44,,7.7,771,105,666,Male,Adult,NA,none,,"Shed in lab on June 15th, 2013",21/6/2013,10:16,"LEG, JXS",7,Same as capture,313486,5444985,Basking,,,,>50,<10,S,S,
0A13654B33,14/6/2013,2013,June,12:30,Rattlesnake,"LEG, JXS",Capt,Sight,Yes,Firepit behind Nk'Mip Desert Cultural Centre,,,3D,,4.2,332,322105,5434996,,Firepit in native shrub steppe,Partial cloud,6/9,,,Very dehydrated,23,58.1,4.3,165,100,65,Male,Sub-adult,NA,"none, broken rattle",135-9205,"Dried, everted hemipenes",14/6/2013,14:02,"LEG, JXS",<1,Near riparian,322035,5435014,Basking,,,,10-50,10-50,W,W,
0A13677603,16/6/2013,2013,June,18:00,Rattlesnake,Spirit Ridge Staff,Capt,Sight,No,Lodge at Spirit Ridge,,,3D,,7.9,331,322151,5434636,,Front garden under shrubs,Sunny,4/9,,,,34,63.8,4.5,278,114,164,Male,Adult,NA,none,135-9279,,18/6/2013,13:41,"LEG, JXS",2,Gulley by Den 6,322586,5435140,Hiding,,,,<10,<10,W,E,
47241F4C34,18/6/2013,2013,June,11:23,Rattlesnake,"LEG, JXS",Capt,Sound,Yes,North snake fence,,,3D,,5.1,300,321611,5434786,,Antelope brush beside snake fence,Cloudy,8/9,,,,42,67.4,3.9,299,103,196,Female,Adult,N,"3rd button pine green, rest of rattle is broken",135-9280,,21/6/2013,14:55,"LEG, JXS",3,Riparian,321817,5435709,Moving,,,,>50,10-50,S,W,2
too small,18/6/2013,2013,June,12:30,Rattlesnake,"LEG, JXS",Capt,Sight,No,Shed near staff entrance at Nk'Mip Centre,,,3D,,7.6,340,322122,5434903,,Staff area behind Nk'Mip,Cloudy,8/9,24.2,24.1,,Stitched flowers,,,121,101,20,Juvenile,Juvenile,NA,none,,,18/6/2013,13:41,"LEG, JXS",<1,Gulley by Den 6,322586,5435151,Coiled,,,,<10,10-50,at building,W,
too small,17/6/2013,2013,June,14:15,Rattlesnake,Campground staff,Capt,Sight,No,Campground site 98,,,3D,,,279,321403,5434639,,,Cloudy,9/9,,,,white,,,108,95,13,Juvenile,Juvenile,NA,none,,,21/6/2013,14:55,"LEG, JXS",4,Riparian,321816,5435708,,,,,10-50,<10,E,E,
too small,21/6/2013,2013,June,18:52,Rattlesnake,BS,Capt,Sight,No,Found at staff door entrance,,,3D,,7.6,340,322122,5434903,,Staff entrance at Nk'Mip,,,,,,14,,,98,82,16,Juvenile,Juvenile,NA,none,,,25/6/2013,13:37,"LEG, JXS",4,Riparian,321816,5435708,Coiled,,,,<10,10-50,at building,W,
0A1367760E,22/6/2013,2013,June,13:30,Gophersnake,Campground staff,Capt,Sight,No,Campground bathroom #4,,,3D,,,284,321482,5434670,,Bathroom,,,,,,44,77.1,12.2,265,105,160,Female,Adult,N,,,,25/6/2013,13:37,"LEG, JXS",,Riparian,321816,5435708,,,,,<10,<10,at building,At road,
0A13677570,6/7/2013,2013,July,19:30,Gophersnake,"LEG, JXS",Capt,Sight,No,Native shrub steppe slope behind Dev. site,,,3D,,2.6,400,322761,5434910,,Native shrub steppe slope,Sunny,3/9,,,,34,77.6,12.6,225,113,112,Male,Sub-adult,NA,,,,7/7/2013,9:22,"LEG, JXS",1,Gulley by Den 6,322669,5435108,Moving,,,,10-50,10-50,W,W,
4A6B3C5330,7/7/2013,2013,July,9:34,Rattlesnake,"LEG, JXS",Capt,Sight,Yes,Native shrub steppe by Development site 3,,,3D,,6.5,381,322705,5434895,,Native shrub steppe by Development site 3,Cloudy,7/9,22.3,25.1,,18,57.2,3.5,186,80,106,Female,Sub-adult,NA,"4th button daisy cream, 5th button blue bell",136-9391,,8/7/2013,11:30,"LEG, JXS",1,Gulley by Den 6,322566,5435142,Coiled,,,,10-50,10-50,W,S,3
0A1367754B,7/7/2013,2013,July,17:25,Rattlesnake,Kx,Capt,Sight,No,Campground site 11,,,3D,,,284,321549,5434674,,Campground site 11,Cloudy,9/9,,,,23,61.7,4.5,254,101,153,Male,Sub-adult,NA,none,136-9425,,8/7/2013,11:10,"LEG, JXS",1,Riparian,321816,5435708,,,,,10-50,10-50,E,S,
0A13677558,7/7/2013,2013,July,16:50,Rattlesnake,Kx,Capt,Sight,No,By the first bridge behind Nk'Mip on left side of trail,,,3D,,,327,322141,5435059,,Native shrub steppe,Cloudy,9/9,25.9,29.1,,44,56.6,4.1,209,104,105,Male,Sub-adult,NA,none,136-9426,,8/7/2013,11:30,"LEG, JXS",1,Gulley by Den 6,322566,5435142,,,,,10-50,10-50,W,W,
0A1367755D,8/7/2013,2013,July,20:00,Rattlesnake,"LEG, JXS",Capt,Sight,No,Golf course path,,,3D,,9.1,354,322517,5434630,,Antelope brush between path and fairway,Sunny,2/9,25.9,27.9,,pink,65.6,3.3,296,105,191,Female,Adult,N,none,136-9427,"Big and healthy, doesn't feel gravid though",11/7/2013,12:30,"LEG, JXS",3,Gulley by Den 6,322626,5435107,Coiled,,,,>50,<10,W,W,
0A1367755A,9/7/2013,2013,July,10:05,Gophersnake,"LEG, JXS",Capt,Snake trap,No,Development site snake fence trap 24,,,3D,,6.4,360,322645,5434869,,Trap 24 in native shrub steppe,Sunny,1/9,27.9,28.6,,7,74.2,12.3,270,111,159,Female,Adult,Y,,,Quite fat,10/7/2013,12:26,"LEG, JXS",1,Gulley by Den 6,322621,5435103,Coiled,,,,10-50,<10,W,S,
0A1367756C,12/7/2013,2013,July,9:24,Gophersnake,"LEG, JXS",Capt,Sight,No,Spirit Ridge snake fence,,,3D,,7.5,341,322427,5434544,,Native shrub steppe bordering vineyard,Sunny,1/9,19.9,23.3,,40,83.2,16.1,381,121,260,Male,Adult,NA,,,Shed recently,12/7/2013,13:54,"LEG, JXS",<1,Same as capture,322429,5434524,Moving,,,,10-50,10-50,E,S,
0A13677622,15/7/2013,2013,July,14:45,Gophersnake,JXH,Capt,Sight,No,"Spirit Ridge West, row Pinot 19-24",,,,,,,,,,Vineyard,Sunny,1/9,,,,33,99.5,15.5,495,84,411,Male,Adult,NA,,,,18/7/2013,9:12,"LEG, JXS",3,Gulley by Den 6,322621,5435103,Moving,,,,,,,,
4A1D202A41,16/7/2013,2013,July,9:26,Rattlesnake,"LEG, JXS",Capt,Sight,Yes,Golf course,,,3D,,3.1,363,322528,5434721,,Bunchgrass in native shrub steppe,Sunny,0/9,23.9,24.6,,15,69.9,5.7,313,91,222,Male,Adult,NA,"6th button gold, 7th red, 8-10 fuchsia",136-9450,,19/7/2013,15:43,"LEG, JXS",3,Same as capture,322532,5434723,Basking,,,,10-50,>50,E,S,5
0A1367755C,16/7/2013,2013,July,9:41,Rattlesnake,"LEG, JXS",Capt,Sight,No,Golf course,,,3D,,6.8,355,322498,5434784,,Bunchgrass in native shrub steppe,Sunny,0/9,24.9,25.9,,14,44.1,3.0,141,82,59,Male,Juvenile,NA,none,136-9451,,18/7/2013,9:12,"LEG, JXS",2,Gulley by Den 6,322621,5435103,Basking,,,,>50,>50,W,W,
0A13677576,16/7/2013,2013,July,10:15,Rattlesnake,"LEG, JXS",Capt,Sound,No,Native shrub steppe between Nk'Mip and Golf Course,,,3D,,5.9,348,322417,5435040,,Rock pile (obvious shedding site),Sunny,0/9,24.9,25.9,Found at shedding site with 2 other rattlers,23,53.0,3.2,206,100,106,Female,Sub-adult,NA,none,136-9447,About to shed,22/7/2013,10:58,"LEG, JXS",6,Same as capture,322421,5435038,Hiding,,,,>50,>50,W,W,
0A13677579,16/7/2013,2013,July,10:15,Rattlesnake,"LEG, JXS",Capt,Sound,"Yes, but lost PIT tag",Native shrub steppe between Nk'Mip and Golf Course,,,3D,,5.9,348,322417,5435040,,Rock pile (obvious shedding site),Sunny,0/9,24.9,25.9,Found at shedding site with 2 other rattlers,34,68.7,5.4,320,113,207,Male,Adult,NA,"6th and 7th buttons gold, 8th button petunia purple",136-9448,Gave a new PIT tag,19/7/2013,15:33,"LEG, JXS",3,Same as capture,322414,5435034,Hiding,,,,>50,>50,W,W,5
430F5B2E26,18/7/2013,2013,July,10:24,Rattlesnake,"LEG, JXS",Capt,Sight,Yes,By spadefoot pond behind Nk'Mip,,,3D,,7.3,333,322164,5435037,,lying in grass/sand beside antelope brush,Sunny,1/9,27.0,27.8,,7,84.5,6.5,390,110,280,Male,Adult,NA,"5th and 6th tango blue, 7th yellow, 11th yellow, 12th and 13th tango bloue",136-9471,"painted 4th button pink, as transmitter had already been removed",26/7/2013,14:45,"LEG, JXS",8,Same as capture,322164,5435037,Basking,,,Den 5,10-50,10-50,W,W,4
456A3A6A67,17/7/2013,2013,July,,Rattlesnake,Campground staff,Capt,,Yes,At back of Campground office,,,3D,,,283,321635,5434624,,Campground,,,,,,white,,5.9,292,103,189,Male,Adult,NA,"4th button yellow, 5th royal blue, 6th fuschia",136-9472,,19/7/2013,15:07,"LEG, JXS",2,Riparian,321811,5435718,,,,,<10,<10,at building,at road,3
4532422759,18/7/2013,2013,July,15:00,Rattlesnake,Bob/Marvin,Capt,Sight,Yes,Sweathouse at the village behind Nk'Mip,,,3D,,,329,321969,5435364,,Sweat house in native shrub steppe,Sunny,1/9,,,,26,,5.5,374,98,276,Male,Adult,NA,"4th button pink, 5th daisy cream, 6th petunia purple",136-9473,,19/7/2013,15:07,"LEG, JXS",1,Riparian,321811,5435718,,,,,>50,>50,W,W,3
0A13677571,23/7/2013,2013,July,19:54,Gophersnake,"LEG, JXS",Capt,Sight,No,Development site 3,,,3D,,,375,322686,5434676,,Rock pile in construction site,Sunny,1/9,36.8,33.9,,40,70.8,10.7,220,121,99,Female,Sub-adult,NA,,,,24/7/2013,20:15,"LEG, JXS",1,Gulley by Den 6,322564,5435140,Hiding,,,,<10,<10,N,N,
471D546718,23/7/2013,2013,July,20:37,Rattlesnake,"LEG, JXS",Capt,Sound,Yes,Golf Course,,,3D,,,351,322377,5434827,,Antelope brush in native shrub steppe,Sunny,1/9,26.8,28.3,"Found with 3 other rattlesnakes, all captured. Possibly a mating site.",pink,61.4,3.4,247,103,144,Female,Adult,N,"7th button pine green, 8th petunia purple, 9th citrus green",136-9525,,24/7/2013,20:38,"LEG, JXS",1,Same as capture,322381,5434829,Coiled,,,,>50,>50,W,W,6
484E7A663C,23/7/2013,2013,July,20:37,Rattlesnake,"LEG, JXS",Capt,Sound,Yes,Golf Course,,,3D,,,351,322377,5434827,,Antelope brush in native shrub steppe,Sunny,1/9,26.8,28.3,"Found with 3 other rattlesnakes, all captured. Possibly a mating site.",white,75.0,5.1,370,118,252,Male,Adult,NA,4th-6th buttons tango blue,136-9527,Needed transmitter removal,7/8/2013,17:16,"LEG, JXS",15,Same as capture,322377,5434827,Coiled,,,,>50,>50,W,W,3
471E4C7926,23/7/2013,2013,July,20:37,Rattlesnake,"LEG, JXS",Capt,Sound,Yes,Golf Course,,,3D,,,351,322377,5434827,,Antelope brush in native shrub steppe,Sunny,1/9,26.8,28.3,"Found with 3 other rattlesnakes, all captured. Possibly a mating site.",blue and pink flowers,77.7,5.2,324,72,252,Male,Adult,NA,"4th-6th buttons tango blue, 9th citrus green, 10th aqua green, 11th-12th petunia purple",136-9529,Needed transmitter removal,7/8/2013,17:16,"LEG, JXS",15,Same as capture,322377,5434827,Moving,,,,>50,>50,W,W,3
0A1367760C,24/7/2013,2013,July,20:08,Rattlesnake,"LEG, JXS",Capt,Sound,No,Native shrub steppe behind Nk'Mip,,,3D,,,360,322457,5435157,,Bunchgrass,Sunny,2/9,27.9,30.4,,8,44.1,2.5,135,91,44,Female,Juvenile,NA,none,136-9533,,25/7/2013,13:00,"LEG, JXS",1,Same as capture,322457,5435157,Coiled,,,,>50,>50,W,W,
4A1D591972,24/7/2013,2013,July,18:45,Rattlesnake,Campground staff,Capt,,Yes,"Campground, Casey's deck",,,,,,,,,,,Sunny,2/9,,,,white,67.6,3.9,289,95,194,Female,Adult,N,"5th button orange, 6th red, 7th yellow",136-9539,,26/7/2013,10:41,"LEG, JXS",2,Riparian,321811,5435718,,,,,,,,,4
45563A7E00,26/7/2013,2013,July,8:15,Rattlesnake,Campground staff,Capt,,Yes,"Campground, new snake fence lower pump house road, new gate",,,,,,,,,,,Sunny,0/9,,,,44,62.6,3.2,229,103,126,Female,Adult,N,"none, rattle broken at tip",136-9536,,26/7/2013,10:41,"LEG, JXS",<1,Riparian,321811,5435718,,,,,,,,,
4A1E1D540A,28/7/2013,2013,July,17:10,Rattlesnake,Campground staff,Capt,Sight,Yes,Campground site 2,,,3D,,,284,321616,5434639,,Campground,,,,,Found eating a large bird,30,79.1,5.1,397,127,270,Male,Adult,NA,"5th button pine green, 6th citrus green, 7th aqua green",136-9707,Has a massive buldge from a bird that it consumed,31/7/2013,8:43,"LEG, JXS",3,Riparian,321811,5435718,Eating,,,,10-50,10-50,S,W,4
4C13342C7C,31/7/2013,2013,July,10:52,Rattlesnake,"LEG, JXS",Capt,Sound,Yes,Golf Course,,,3D,,5.7,353,322339,5434884,,Antelope brush in native shrub steppe in Golf Course,Sunny,1/9,28.4,30.3,,34,74.9,5.5,375,113,262,Male,Adult,NA,"5th button light blue, 6th pine green",136-9721,Palpated a fecal sample,2/8/2013,15:18,"LEG, JXS",2,Same as capture,322335,5434884,Hiding,,,,>50,10-50,W,W,4
0A13677611,31/7/2013,2013,July,11:45,Rattlesnake,Campground staff,Capt,Sight,No,Christian Camp,,,,,,,,,,,Sunny,1/9,,,,pink,61.3,4.2,231,103,128,Male,Adult,NA,none,136-9722,,31/7/2013,15:53,"LEG, JXS",<1,Riparian,321815,5435715,,,,,,,,,
472378767D,31/7/2013,2013,July,20:50,Rattlesnake,Campground staff,Capt,Sight,Yes,Christian Camp,,,,,,,,,,Campground,Sunny,1/9,,,,40,71.4,4.1,367,122,245,Female,Adult,Y,"6th button pine green, 7th yellow, 8th blue",136-9728,,2/8/2013,10:09,"LEG, JXS",2,Riparian,321815,5435715,,,,,,,,,5
0A1367761D,1/8/2013,2013,August,10:38,Rattlesnake,"LEG, JXS",Capt,Sight,No,Mission Hill,,,3D,,8.6,374,314714,5443717,,Vineyard,Sunny,2/9,27.7,31.1,Buldge from a recent meal,blue,31.7,1.5,122,85,37,Juvenile,Juvenile,NA,none,136-9729,,2/8/2013,13:08,"LEG, JXS",1,Protected area at Mission Hill,314925,5443921,Basking,,,,>50,10-50,W,N,
0A180D5F3F,2/8/2013,2013,August,15:24,Gophersnake,"LEG, JXS",Capt,Sight,No,Snake fence behind Nk'Mip,,,3D,,6.8,340,322155,5434901,,Native shrub steppe,Raining,9/9,24.9,27.9,,14,86.4,14.9,306,94,212,Male,Adult,NA,,,,2/8/2013,15:42,"LEG, JXS",<1,Same as capture,322155,5434901,Moving,,,,10-50,10-50,W,W,
0A180D5F6D,3/8/2013,2013,August,20:10,Gophersnake,Campground staff,Capt,Sight,No,Campground Boat Site #2,,,,,,,,,,Campground,,,,,,30,83.9,13.5,355,130,225,Female,Adult,N,,,,6/8/2013,8:49,"LEG, JXS",3,Riparian,321815,5435715,,,,,10-50,10-50,E,E,
4C1B07251B,4/8/2013,2013,August,16:30,Gophersnake,Campground staff,Capt,Sight,Yes,Campground site C-35,,,3D,,,291,321690,5434482,,Campground site C-35,,,,,,white,81.3,13.6,365,104,261,Male,Adult,NA,,,,6/8/2013,8:49,"LEG, JXS",2,Riparian,321815,5435715,,,,,10-50,10-50,W,W,
0A180D6005,6/8/2013,2013,August,9:12,Rattlesnake,"LEG, JXS",Capt,Snake fence trap,No,Snake fence trap #1 on development site fence,,,3D,,6.1,380,322743,5434688,,Sand along snake fence,Sunny,1/9,28.1,27.8,,pink,48.1,2.8,178,103,75,Female,Sub-adult,NA,none,137-9734,,7/8/2013,19:15,"LEG, JXS",1,Gulley by Den 6,322564,5435140,Coiled,,,,10-50,10-50,W,W,
0A180D5F40,7/8/2013,2013,August,,Rattlesnake,Campers,Capt,Sight,No,Path from Campground to Nk'Mip Desert Cultural Centre,,,,,,,,,,gravel path through native shrub steppe,Sunny,,,,,23,60.7,4.1,234,101,133,Male,Adult,NA,none,137-9735,,7/8/2013,17:42,"LEG, JXS",<1,Riparian,321815,5435715,,,,,,,,,
4A1E1E2067,7/8/2013,2013,August,20:02,Rattlesnake,"LEG, JXS",Capt,Sight,Yes,Along snake fence around development site,,,3D,,10.7,376,322635,5434844,,Native shrub steppe between snake fence and golf course,Sunny,2/9,26.9,29.5,,44,68.5,5.0,309,104,205,Male,Adult,NA,"2nd-6th buttons tango blue, 7th car pink",137-9736,"Transmitter snake named ""Burrows"", needs transmitter removal",14/8/2013,18:39,"LEG, JXS",7,Gulley near den 6,322652,5435160,Moving,,,Den 6,10-50,10-50,S,S,1
445E1B2963,9/8/2013,2013,August,9:15,Rattlesnake,"LEG, JXS",Capt,Sight,Yes,Gallery area behind Nk'Mip ,,,3D,,10.7,326,322114,5434972,,Rock stream,Sunny,1/9,24.2,24.5,,14,70.6,4.9,272,83,189,Male,Adult,NA,"2nd car pink, 3-5th tango blue, 7th fuschia, 8th red, 9th light blue",137-9741,"Transmitter snake named ""R2D2""; transmitter has already been removed",9/8/2013,13:07,"LEG, JXS",<1,Near spadefoot bridge,322122,5435031,Moving,,,Den 6,<10,10-50,W,W,1
4A610B6217,12/8/2013,2013,August,9:12,Rattlesnake,"LEG, JXS",Capt,Sound,Yes,Golf Course,,,3D,,6.7,376,322509,5434985,,Open bunchgrass on edge of fairway,Sunny,1/9,24.7,24.9,,8,56.6,2.8,194,91,103,Female,Sub-adult,NA,"4th button petunia purple, 5th button aqua green",137-9759,,13/8/2013,14:21,"LEG, JXS",1,Gulley near den 6,322546,5435107,Basking,,,,>50,>50,W,W,3
0A180D5F7F,12/8/2013,2013,August,9:25,Rattlesnake,"LEG, JXS",Capt,Sight,No,Golf Course,,,3D,,5.6,367,322495,5434981,,Antelope brush and saskatoon berry shrubs,Sunny,1/9,25.4,26.2,,43,58.1,2.8,248,85,163,Female,Adult,Y,none,137-9761,,13/8/2013,14:21,"LEG, JXS",1,Gulley near den 6,322546,5435107,Coiled,,,,>50,>50,W,W,
0A180D5F2F,12/8/2013,2013,August,10:13,Rattlesnake,"LEG, JXS",Capt,Sound,No,Golf Course,,,3D,,7.5,343,322328,5434829,,Antelope brush on edge of fairway,Sunny,1/9,28.2,26.6,,34,61.3,4.1,256,113,143,Male,Adult,NA,none,137-9762,,13/8/2013,14:21,"LEG, JXS",1,Gulley near den 6,322546,5435107,Hiding,,,,>50,>50,W,W,
0A180D5F6B,12/8/2013,2013,August,11:32,Rattlesnake,"LEG, JXS",Capt,Sound,No,Native shrub steppe on edge of Spirit Ridge vineyard,,,3D,,4.8,343,322429,5434552,,Antelope brush along snake fence,Sunny,2/9,29.8,30.8,,26,61.4,3.6,263,99,164,Female,Adult,N,none,137-9766,,13/8/2013,14:21,"LEG, JXS",1,Gulley near den 6,322546,5435107,Hiding,,,,>50,10-50,W,S,
4C133A3256,12/8/2013,2013,August,11:48,Rattlesnake,"LEG, JXS",Capt,Sight,Yes,Golf Course,,,3D,,6.1,340,322549,5434539,,Manmade rockwall along golf cart trail,Sunny,2/9,28.9,28.9,,23,71.3,4.7,299,101,198,Male,Adult,NA,7th-8th buttons pink,137-9764,,13/8/2013,14:21,"LEG, JXS",1,Gulley near den 6,322546,5435107,Hiding,,,,>50,0,W,at road,6
0A180D600C,8/8/2013,2013,August,10:01,Rattlesnake,Campers,Capt,Sight,No,Campground,,,,,,,,,,Above sand volleyball court,,,,,,Embroidered flowers,59.4,4.5,264,101,163,Male,Adult,NA,none,137-9769,,12/8/2013,11:04,"LEG, JXS",4,Riparian,321815,5435715,,,,,,,,,
0A180D5F31,8/8/2013,2013,August,20:00,Rattlesnake,Campers,Capt,Sight,Yes,Campground,,,,,,,,,,Above sand volleyball court,,,,,,36,60.1,5.1,190,71,119,Male,Sub-adult,NA,"2nd car pink, 3rd citrus green, 4th blue",137-9777,,13/8/2013,17:57,"LEG, JXS",5,Riparian,321815,5435715,,,,,,,,,1
471D417308,14/8/2013,2013,August,,Rattlesnake,Campground staff,Capt,Sight,Yes,Campground,,,,,,,,,,,,,,,,pink,63.7,4.5,207,103,104,Male,Adult,NA,"5th citrus green, 6th aqua green, 7th-8th red, 9th citrus green, 10th aqua green, 11th red",137-9783,Looks skinny and dehydrated,13/8/2013,17:57,"LEG, JXS",1,Riparian,321815,5435715,,,,,,,,,4
0A13677618,16/8/2013,2013,August,9:54,Rattlesnake,"LEG, JXS",Capt,Sound,No,Mission Hill vineyard - protected area,,,3D,,10.1,371,314939,5443530,,Native shrub steppe,Sunny,5/9,24.9,25.6,,8,70.4,4.9,296,92,204,Male,Adult,NA,none,137-9787,,16/8/2013,11:10,"LEG, JXS",<1,Same as capture,314939,5443530,Basking,,,,>50,<10,W,N,
4C13343444,18/8/2013,2013,August,10:00,Gophersnake,Campground staff,Capt,Sight,Yes,Campground,,,,,,,,,,,,,,,,26,110.4,17.5,560,99,461,Male,Adult,NA,,,,19/8/2013,9:33,"LEG, JXS",1,Riparian,322006,5435295,,,,,,,,,
0A180D5F45,24/8/2013,2013,August,16:45,Gophersnake,Campground staff,Capt,Sight,No,New clubhouse,,,,,,,,,,,,,,,,40,82.1,15.8,401,122,279,Male,Adult,NA,,,,26/8/2013,10:54,"LEG, JXS",2,Riparian,321815,5435715,,,,,<10,<10,at building,at road,
0A180D5F64,27/8/2013,2013,August,9:58,Rattlesnake,"LEG, JXS",Capt,Sound,No,Golf Course,,,3D,,5.9,351,322346,5434962,,Antelope brush on edge of fairway,Sunny,5/9,21.6,23.9,,33,58.6,3.4,294,85,209,Female,Adult,Y,none,137-9842,,27/8/2013,13:13,"LEG, JXS",<1,Same as capture,322346,5434962,Coiled,,,,>50,10-50,W,W,
0A180D5F55,28/8/2013,2013,August,11:50,Rattlesnake,"LEG, JXS",Capt,Sight,No,Golf Course,,,3D,,7.5,362,322525,5434580,,Drink machine outside golf course washrooms,Partial cloud,7/9,27.6,27.8,,white,62.5,5.1,291,118,173,Male,Adult,NA,none,137-9843,,28/8/2013,14:00,"LEG, JXS",<1,Gulley near den 6,322546,5435107,Moving,,,,0,<10,at building,W,
0A180D5F43,12/9/2013,2013,September,11:47,Rattlesnake,"LEG, JXH",Capt,Sound,No,Development Site,,,3D,,11.7,373,322658,5434858,,Under building at construction site,Sunny,0/9,28.8,32.1,,white,54.2,2.7,296,103,193,Female,Adult,Y,none,137-9938,Chubby,16/9/2013,10:37,"LEG, JXH",4,Gulley near den 6,322670,5435103,Moving,,,,0,0,at building,at road,
4A4E116D36,12/9/2013,2013,September,12:31,Rattlesnake,"LEG, JXH",Capt,Sound,Yes,Golf Course,,,3D,,4.7,374,322554,5435038,,Antelope brush on edge of fairway,Sunny,0/9,30.9,32.1,,8,57.3,4.8,246,91,155,Male,Adult,NA,"4th button orange, 5th petunia purple, 6th blue",137-9939,"Skinny, possibly dehydrated",16/9/2013,10:37,"LEG, JXH",4,Gulley near den 6,322670,5435103,Basking,,,,>50,>50,W,W,3
0A180D5F7B,13/9/2013,2013,September,10:11,Gophersnake,"LEG, JXH",Capt,Sight,No,Junkyard at Mission Hill,,,3D,,8.1,397,314767,5444213,,Under a pallet in the junkyard,Sunny,0/9,26.3,24.8,,blue and pink flowers,77.5,11.8,289,71,218,Female,Adult,N,,,,18/9/2013,10:52,"LEG, JXH",5,Native slopes,314913,5444200,Hiding,,,,10-50,<10,E,S,
0A180D5F7A,13/9/2013,2013,September,10:37,Rattlesnake,"LEG, JXH",Capt,Sight,No,Junkyard at Mission Hill,,,3D,,10.3,385,314835,5444208,,Under a pallet in junkyard,Sunny,0/9,28.8,27.6,,26,64.4,3.0,245,100,145,Female,Adult,Y?,none,137-9949,1 lump,18/9/2013,10:52,"LEG, JXH",5,Native slopes,314913,5444200,Hiding,,,,10-50,<10,W,S,
0A180D6010,13/9/2013,2013,September,11:17,Gophersnake,"LEG, JXH",Capt,Sight,No,Mission Hill irrigation box,,,3D,,3.6,384,314483,5444315,,Irrigation box,Sunny,0/9,28.1,30.6,Waves head back and forth oddly,white,68.8,11.0,219,109,110,Female,Sub-adult,NA,,,,18/9/2013,10:52,"LEG, JXH",5,Native slopes,314913,5444200,Hiding,,,,>50,<10,S,S,
0A180D5F61,13/9/2013,2013,September,12:07,Gophersnake,"LEG, JXH",Capt,Sight,No,Mission Hill irrigation box,,,3D,,5.6,383,313802,5444270,,Irrigation box,Sunny,0/9,30.3,29.4,,28,85.0,14.6,370,111,259,Female,Adult,N,,,,18/9/2013,10:52,"LEG, JXH",5,Native slopes,314913,5444200,Hiding,,,,>50,0,E,on road,
